full_equity,full_drawdown,fng_equity,fng_drawdown
1.57140816,-0.01176093,1.43401118,-0.02727755
1.57454190,-0.00979016,1.43687092,-0.02533773
1.56787418,-0.01398341,1.43078619,-0.02946514
1.57308218,-0.01070816,1.42460277,-0.03365949
1.56868966,-0.01347056,1.42858069,-0.03096118
1.56455124,-0.01607316,1.43234948,-0.02840472
1.57000981,-0.01264034,1.42735216,-0.03179452
1.57202841,-0.01137086,1.42551697,-0.03303937
1.57419142,-0.01001057,1.42355555,-0.03436984
1.57872884,-0.00715704,1.41945232,-0.03715316
1.60376647,0.00000000,1.39694071,-0.05242330
1.59108927,-0.00790464,1.40798303,-0.04493304
1.59919546,-0.00285018,1.40080972,-0.04979886
1.61922290,0.00000000,1.38326676,-0.06169865
1.62353517,0.00000000,1.37958287,-0.06419751
1.60920958,-0.00882370,1.39175590,-0.05594027
1.63064290,0.00000000,1.37321888,-0.06851435
1.63956527,0.00000000,1.36570506,-0.07361115
1.63446132,-0.00311299,1.36281933,-0.07556861
1.62653732,-0.00794598,1.36806357,-0.07201132
1.63284137,-0.00410103,1.36276130,-0.07560797
1.63596793,-0.00219408,1.36015189,-0.07737799
1.65581644,0.00000000,1.37801419,-0.06526159
1.66543269,0.00000000,1.38601709,-0.05983304
1.66028269,-0.00309229,1.38173113,-0.06274031
1.64992425,-0.00931196,1.37311055,-0.06858784
1.63940391,-0.01562884,1.38049275,-0.06358033
1.62945053,-0.02160529,1.38887419,-0.05789500
1.62827702,-0.02230992,1.38987444,-0.05721651
1.64021422,-0.01514229,1.37968501,-0.06412824
1.62937062,-0.02165327,1.38880623,-0.05794110
1.61324283,-0.03133712,1.40255287,-0.04861644
1.61616821,-0.02958059,1.40369364,-0.04784263
1.61947308,-0.02759619,1.39941956,-0.05074184
1.60664503,-0.03529873,1.38973400,-0.05731177
1.61617234,-0.02957811,1.39797504,-0.05172169
1.60373891,-0.03704370,1.38722023,-0.05901692
1.57936521,-0.05167875,1.36613720,-0.07331802
1.57664602,-0.05331147,1.36712314,-0.07264923
1.60136338,-0.03847006,1.34569050,-0.08718748
1.60393949,-0.03692326,1.34650961,-0.08663186
1.60148992,-0.03839409,1.34721952,-0.08615031
1.60062127,-0.03891567,1.34795026,-0.08565464
1.59932194,-0.03969584,1.34904447,-0.08491241
1.59702830,-0.04107304,1.35097918,-0.08360005
1.59822040,-0.04035725,1.35333860,-0.08199960
1.59760886,-0.04072445,1.35282076,-0.08235087
1.59743269,-0.04083023,1.35267158,-0.08245206
1.60340380,-0.03724491,1.34626270,-0.08679935
1.59581717,-0.04180026,1.35263264,-0.08247847
1.59890374,-0.03994694,1.34731117,-0.08608815
1.59258890,-0.04373866,1.35263235,-0.08247867
1.59096068,-0.04471631,1.35401525,-0.08154062
1.60097709,-0.03870201,1.34549060,-0.08732308
1.60967270,-0.03348078,1.33818265,-0.09228023
1.58338000,-0.04926809,1.36004078,-0.07745336
1.59281446,-0.04360322,1.35193707,-0.08295029
1.59124287,-0.04454687,1.35195509,-0.08293807
1.59756853,-0.04074867,1.35732951,-0.07929248
1.59785783,-0.04057495,1.35757531,-0.07912575
1.58047103,-0.05101476,1.37098994,-0.07002630
1.57762565,-0.05272326,1.36989268,-0.07077059
1.57044522,-0.05703471,1.36365773,-0.07499990
1.58605037,-0.04766468,1.37720808,-0.06580839
1.58571875,-0.04786380,1.37692013,-0.06600371
1.59191764,-0.04414171,1.38230278,-0.06235254
1.58925363,-0.04574130,1.37998955,-0.06392166
1.58990992,-0.04534723,1.38055943,-0.06353510
1.58349193,-0.04920088,1.38475177,-0.06069133
1.57237688,-0.05587485,1.39447180,-0.05409802
1.57278326,-0.05563085,1.39411140,-0.05434248
1.57963961,-0.05151399,1.38803395,-0.05846496
1.58753220,-0.04677492,1.38109871,-0.06316929
1.59735504,-0.04087685,1.37255317,-0.06896592
1.59235030,-0.04388192,1.37685357,-0.06604886
1.61113737,-0.03260133,1.36060901,-0.07706792
1.60688116,-0.03515694,1.36420338,-0.07462977
1.61883993,-0.02797636,1.37572029,-0.06681759
1.60875077,-0.03403435,1.38291853,-0.06193486
1.58518501,-0.04818428,1.40317619,-0.04819363
1.59363228,-0.04311216,1.39569882,-0.05326570
1.61702494,-0.02906617,1.41479035,-0.04031548
1.60396656,-0.03690700,1.40336513,-0.04806547
1.58858616,-0.04614208,1.38990829,-0.05719355
1.58094776,-0.05072852,1.39520148,-0.05360306
1.58460426,-0.04853299,1.39197458,-0.05579194
1.58524180,-0.04815018,1.39141454,-0.05617182
1.59093108,-0.04473408,1.38642089,-0.05955913
1.59592194,-0.04173735,1.38207159,-0.06250936
1.59375430,-0.04303890,1.38394877,-0.06123603
1.58738583,-0.04686281,1.37703472,-0.06592599
1.58560372,-0.04793287,1.37548876,-0.06697465
1.57790996,-0.05255255,1.38078749,-0.06338039
1.57686874,-0.05317774,1.38125714,-0.06306182
1.57587695,-0.05377325,1.38038838,-0.06365112
1.57413879,-0.05481692,1.37886584,-0.06468389
1.57293114,-0.05554205,1.37780800,-0.06540145
1.57616116,-0.05360261,1.38063733,-0.06348225
1.58705847,-0.04705937,1.39018283,-0.05700732
1.57728733,-0.05292640,1.39735167,-0.05214454
1.56820797,-0.05837805,1.39070542,-0.05665283
1.56708862,-0.05905016,1.39030738,-0.05692284
1.57209200,-0.05604591,1.38586842,-0.05993389
1.55413742,-0.06682664,1.40169617,-0.04919756
1.56182482,-0.06221078,1.39476281,-0.05390062
1.58354566,-0.04916862,1.37536536,-0.06705835
1.58795997,-0.04651807,1.38057472,-0.06352473
1.59144960,-0.04442274,1.38360860,-0.06146677
1.59144232,-0.04442711,1.38360228,-0.06147106
1.60575577,-0.03583268,1.39604641,-0.05302992
1.60213283,-0.03800806,1.39289662,-0.05516650
1.62415105,-0.02478734,1.41203929,-0.04218159
1.62015945,-0.02718407,1.40856898,-0.04453558
1.62564907,-0.02388786,1.41334167,-0.04129815
1.63191377,-0.02012625,1.41878821,-0.03760364
1.62739364,-0.02284034,1.41485841,-0.04026932
1.62620080,-0.02355657,1.41382135,-0.04097278
1.62877102,-0.02201330,1.41605590,-0.03945703
1.63218645,-0.01996252,1.41902528,-0.03744283
1.64727576,-0.01090223,1.43214395,-0.02854414
1.64315466,-0.01337672,1.42856105,-0.03097450
1.64162139,-0.01429736,1.42722803,-0.03187872
1.64245291,-0.01379808,1.42507788,-0.03333721
1.63948651,-0.01557924,1.42765168,-0.03159135
1.61810312,-0.02841878,1.44627217,-0.01896064
1.62649181,-0.02338184,1.43877430,-0.02404662
1.62750730,-0.02277209,1.43787601,-0.02465595
1.63001161,-0.02126839,1.43566350,-0.02615675
1.62726295,-0.02291881,1.43808443,-0.02451458
1.63014795,-0.02118653,1.43553483,-0.02624403
1.62891822,-0.02192491,1.43588744,-0.02600484
1.63062182,-0.02090199,1.43738917,-0.02498619
1.62726607,-0.02291694,1.43443108,-0.02699273
1.62902925,-0.02185824,1.43598532,-0.02593845
1.62888182,-0.02194677,1.43585536,-0.02602661
1.63530363,-0.01809083,1.42875870,-0.03084043
1.62948122,-0.02158686,1.43384572,-0.02738979
1.63466077,-0.01847683,1.42928802,-0.03048138
1.63214636,-0.01998659,1.43148653,-0.02899008
1.62704818,-0.02304777,1.43595793,-0.02595703
1.63743052,-0.01681375,1.42679495,-0.03217249
1.64066532,-0.01487143,1.42397627,-0.03408446
1.63403737,-0.01885115,1.42972884,-0.03018236
1.63344328,-0.01920786,1.43024865,-0.02982977
1.63404466,-0.01884677,1.42972208,-0.03018695
1.62651233,-0.02336952,1.43631256,-0.02571648
1.61711425,-0.02901254,1.42944977,-0.03037166
1.62576033,-0.02382105,1.43709249,-0.02518743
1.63825530,-0.01631851,1.44813743,-0.01769540
1.63809876,-0.01641251,1.44799905,-0.01778926
1.63224052,-0.01993006,1.44282065,-0.02130189
1.64328979,-0.01329558,1.45258767,-0.01467670
1.63055641,-0.02094127,1.44133198,-0.02231169
1.63430374,-0.01869121,1.44464444,-0.02006477
1.63745620,-0.01679833,1.44041318,-0.02293493
1.62623071,-0.02353862,1.45028785,-0.01623672
1.61046965,-0.03300225,1.46434371,-0.00670231
1.61727272,-0.02891739,1.45815792,-0.01089827
1.61758506,-0.02872985,1.45787631,-0.01108929
1.62313914,-0.02539493,1.46433989,-0.00670490
1.62335782,-0.02526362,1.46267826,-0.00783202
1.61651975,-0.02936950,1.45797970,-0.01101916
1.61519436,-0.03016533,1.45678429,-0.01183003
1.61451297,-0.03057446,1.45594207,-0.01240133
1.62164424,-0.02629253,1.44951120,-0.01676354
1.62877497,-0.02201092,1.44313738,-0.02108705
1.63947670,-0.01558513,1.45117625,-0.01563410
1.63226877,-0.01991310,1.45610515,-0.01229071
1.63491597,-0.01832360,1.45374364,-0.01389258
1.62751815,-0.02276558,1.46032168,-0.00943054
1.62856403,-0.02213758,1.45938324,-0.01006711
1.62726290,-0.02291884,1.46054921,-0.00927620
1.63126193,-0.02051764,1.45695988,-0.01171093
1.63149275,-0.02037905,1.45570907,-0.01255938
1.63172151,-0.02024169,1.45404924,-0.01368528
1.62965533,-0.02148232,1.45075399,-0.01592052
1.63264846,-0.01968511,1.44663869,-0.01871203
1.63366336,-0.01907572,1.44573942,-0.01932202
1.63439260,-0.01863785,1.44493903,-0.01986494
1.63790293,-0.01653010,1.44804245,-0.01775982
1.64620210,-0.01154690,1.43925724,-0.02371903
1.67707194,0.00000000,1.41226807,-0.04202640
1.67175970,-0.00316757,1.41674153,-0.03899195
1.67267035,-0.00262457,1.41596979,-0.03951544
1.68297090,0.00000000,1.40725004,-0.04543025
1.67506285,-0.00469886,1.41386252,-0.04094485
1.67969366,-0.00194730,1.40995381,-0.04359621
1.66851494,-0.00858955,1.41933736,-0.03723114
1.67019979,-0.00758843,1.41790412,-0.03820334
1.67158708,-0.00676412,1.41672639,-0.03900222
1.68985477,0.00000000,1.40124391,-0.04950434
1.68466387,-0.00307180,1.40554825,-0.04658461
1.68941943,-0.00025762,1.40811035,-0.04484667
1.67585302,-0.00828577,1.39680292,-0.05251676
1.66922843,-0.01220598,1.40092764,-0.04971887
1.66455423,-0.01497202,1.40485053,-0.04705789
1.66347373,-0.01561142,1.40576246,-0.04643931
1.66513201,-0.01463011,1.40436108,-0.04738989
1.67635010,-0.00799161,1.41241798,-0.04192472
1.68800082,-0.00109710,1.40118918,-0.04954146
1.69433658,0.00000000,1.40504723,-0.04692446
1.69079831,-0.00208829,1.40211308,-0.04891476
1.72478933,0.00000000,1.37252354,-0.06898602
1.73056368,0.00000000,1.37574604,-0.06680013
1.72129195,-0.00535764,1.36837529,-0.07179987
1.72538075,-0.00299494,1.37162576,-0.06959500
1.72832708,-0.00129241,1.36791189,-0.07211421
1.72492367,-0.00325906,1.36658613,-0.07301350
1.72091540,-0.00557523,1.36839513,-0.07178642
1.71350277,-0.00985859,1.37428932,-0.06778825
1.71038702,-0.01165901,1.37316467,-0.06855113
1.71090393,-0.01136032,1.37357967,-0.06826963
1.71248388,-0.01044735,1.37093765,-0.07006177
1.71104272,-0.01128012,1.37209137,-0.06927917
1.70967509,-0.01207040,1.37236676,-0.06909237
1.71297878,-0.01016137,1.37501865,-0.06729353
1.70985342,-0.01196735,1.37250991,-0.06899527
1.71105700,-0.01127187,1.37347603,-0.06833993
1.70880500,-0.01257317,1.37166834,-0.06956612
1.71922437,-0.00655238,1.38003203,-0.06389284
1.72390002,-0.00385057,1.37489881,-0.06737482
1.75220109,0.00000000,1.39609547,-0.05299665
1.74740740,-0.00273581,1.39227601,-0.05558747
1.74753924,-0.00266057,1.39238106,-0.05551621
1.75119169,-0.00057608,1.39529121,-0.05354219
1.72284339,-0.01675475,1.41648289,-0.03916739
1.71604541,-0.02063444,1.42207204,-0.03537614
1.71534856,-0.02103213,1.42264951,-0.03498443
1.71438201,-0.02158376,1.42345114,-0.03444067
1.72456209,-0.01577387,1.41499862,-0.04017421
1.73436125,-0.01018139,1.40695844,-0.04562805
1.73357674,-0.01062912,1.40759485,-0.04519635
1.71446504,-0.02153637,1.42311278,-0.03467018
1.71913475,-0.01887132,1.41923663,-0.03729947
1.71934381,-0.01875200,1.42082846,-0.03621969
1.71218038,-0.02284025,1.42532734,-0.03316800
1.74378432,-0.00480354,1.45306179,-0.01435509
1.75322720,0.00000000,1.46093035,-0.00901767
1.75346309,0.00000000,1.46112692,-0.00888433
1.77063069,0.00000000,1.47543234,0.00000000
1.77270475,0.00000000,1.47716062,0.00000000
1.76905463,-0.00205907,1.47411904,-0.00205907
1.76317013,-0.00537857,1.47754837,0.00000000
1.77832470,0.00000000,1.49172555,0.00000000
1.76287044,-0.00869034,1.50319743,0.00000000
1.76735698,-0.00616744,1.49937176,-0.00254502
1.77181231,-0.00366209,1.49559199,-0.00505950
1.78046478,0.00000000,1.48828842,-0.00991820
1.78898676,0.00000000,1.49690022,-0.00418921
1.81735760,0.00000000,1.52063897,0.00000000
1.82333743,0.00000000,1.52564248,0.00000000
1.81694938,-0.00350349,1.52029740,-0.00350349
1.81712760,-0.00340575,1.52044652,-0.00340575
1.81831773,-0.00275303,1.52144234,-0.00275303
1.81309538,-0.00561720,1.51707264,-0.00561720
1.81038873,-0.00710165,1.51480790,-0.00710165
1.81288338,-0.00573347,1.51689526,-0.00573347
1.81928987,-0.00221986,1.52225576,-0.00221986
1.79699553,-0.01444708,1.53938786,0.00000000
1.80875667,-0.00799674,1.55100238,0.00000000
1.79055090,-0.01798160,1.53539100,-0.01006535
1.79837913,-0.01368825,1.52714292,-0.01538325
1.80147734,-0.01198905,1.52451200,-0.01707952
1.78843851,-0.01914013,1.53554619,-0.00996529
1.78327859,-0.02197006,1.53997648,-0.00710889
1.78975043,-0.01842062,1.53438763,-0.01071227
1.77783059,-0.02495799,1.54460673,-0.00412356
1.76663061,-0.03110056,1.55433745,0.00000000
1.76083414,-0.03427961,1.55943737,0.00000000
1.77142821,-0.02846934,1.55005500,-0.00601651
1.77610671,-0.02590344,1.55259878,-0.00438529
1.78558536,-0.02070493,1.54276034,-0.01069426
1.77428133,-0.02690456,1.55252712,-0.00443125
1.81184846,-0.00630107,1.51965522,-0.02551058
1.81495657,-0.00459644,1.51704835,-0.02718225
1.81950154,-0.00210377,1.51324939,-0.02961836
1.81887482,-0.00244749,1.51377063,-0.02928412
1.81554642,-0.00427294,1.51654071,-0.02750778
1.79643022,-0.01475712,1.53250863,-0.01726824
1.78445335,-0.02132577,1.52382384,-0.02283743
1.80276415,-0.01128330,1.53946025,-0.01281047
1.80066007,-0.01243728,1.53766347,-0.01396266
1.78204751,-0.02264524,1.52176939,-0.02415486
1.78012027,-0.02370223,1.52012363,-0.02521021
1.79222050,-0.01706592,1.53045655,-0.01858415
1.81380360,-0.00522878,1.51049533,-0.03138442
1.81673177,-0.00362284,1.50805681,-0.03294814
1.80608838,-0.00946015,1.51689182,-0.02728263
1.81556044,-0.00426525,1.50893646,-0.03238406
1.81697051,-0.00349190,1.50776452,-0.03313557
1.80764161,-0.00860829,1.49851542,-0.03906662
1.84574698,0.00000000,1.53010436,-0.01881000
1.88267373,0.00000000,1.56071624,0.00000000
1.94647063,0.00000000,1.61360318,0.00000000
1.95467753,0.00000000,1.62040661,0.00000000
1.98830430,0.00000000,1.59090998,-0.01820323
1.95445336,-0.01702503,1.56223378,-0.03590014
1.96294549,-0.01275399,1.55388362,-0.04105327
1.97377197,-0.00730890,1.54531329,-0.04634227
1.98327342,-0.00253023,1.53787437,-0.05093304
1.98270708,-0.00281507,1.53589735,-0.05215312
1.96755214,-0.01043711,1.54610117,-0.04585605
1.96185912,-0.01330037,1.54008150,-0.04957096
1.98343220,-0.00245038,1.52160632,-0.06097253
2.00337787,0.00000000,1.53538620,-0.05246857
2.01415083,0.00000000,1.54364258,-0.04737331
2.01173714,-0.00119836,1.54179273,-0.04851491
2.02184825,0.00000000,1.54954187,-0.04373269
2.04130923,0.00000000,1.53307746,-0.05389336
2.03894891,-0.00115628,1.53485012,-0.05279940
2.06315186,0.00000000,1.55460411,-0.04060864
2.05195273,-0.00542817,1.54616546,-0.04581637
2.07980127,0.00000000,1.52363515,-0.05972048
2.04492795,-0.01676762,1.49961105,-0.07454645
2.05040909,-0.01413221,1.49409194,-0.07795245
2.02139288,-0.02808364,1.51523547,-0.06490417
2.02653308,-0.02561215,1.51138238,-0.06728202
2.01908874,-0.02919151,1.51693434,-0.06385574
2.03710122,-0.02053083,1.50340163,-0.07220717
2.04522585,-0.01662439,1.49439877,-0.07776310
2.05554857,-0.01166107,1.48386740,-0.08426232
2.07599718,-0.00182906,1.49714505,-0.07606829
2.06714012,-0.00608767,1.49075761,-0.08001016
2.07660745,-0.00153564,1.48243931,-0.08514363
2.06601928,-0.00662659,1.48999794,-0.08047898
2.07989647,0.00000000,1.47998982,-0.08665528
2.06452089,-0.00739247,1.49093061,-0.07990340
2.11812840,0.00000000,1.45221699,-0.10379470
2.12499935,0.00000000,1.45547559,-0.10178373
2.12506573,0.00000000,1.45397464,-0.10271000
2.10585612,-0.00903954,1.43937741,-0.11171838
2.17532855,0.00000000,1.39045281,-0.14191117
2.17429976,-0.00047294,1.39111041,-0.14150535
2.19504283,0.00000000,1.40577288,-0.13245671
2.18786231,-0.00327125,1.40896573,-0.13048631
2.18738874,-0.00348699,1.40725179,-0.13154403
2.17211358,-0.01044593,1.41567178,-0.12634781
2.18035345,-0.00669207,1.41030146,-0.12966199
2.18925667,-0.00263601,1.41747057,-0.12523773
2.18394396,-0.00505634,1.41403076,-0.12736053
2.18662536,-0.00383477,1.41576688,-0.12628913
2.18876580,-0.00285964,1.41715274,-0.12543387
2.19061858,-0.00201557,1.41453598,-0.12704875
2.18059416,-0.00658241,1.40664843,-0.13191639
2.20086818,0.00000000,1.41972671,-0.12384540
2.21518103,0.00000000,1.42895958,-0.11814752
2.22377561,0.00000000,1.43450373,-0.11472607
2.21834474,-0.00244218,1.43657255,-0.11344934
2.24881686,0.00000000,1.45486935,-0.10215785
2.26963678,0.00000000,1.46833877,-0.09384548
2.26650752,-0.00137875,1.46631430,-0.09509484
2.26911517,-0.00022982,1.46800132,-0.09405374
2.26213589,-0.00330489,1.46348608,-0.09684022
2.25659377,-0.00574674,1.45990061,-0.09905292
2.22632191,-0.01908450,1.44031627,-0.11113898
2.20637315,-0.02787390,1.42741045,-0.11910354
2.21642691,-0.02344422,1.43391471,-0.11508957
2.11750017,-0.06703126,1.49648134,-0.07647789
2.14838308,-0.05342427,1.47465574,-0.08994710
2.21638479,-0.02346278,1.51985763,-0.06205170
2.21805644,-0.02272625,1.52100394,-0.06134427
2.21589285,-0.02367953,1.52096659,-0.06136733
2.23163023,-0.01674565,1.51016461,-0.06803354
2.24720139,-0.00988501,1.52221193,-0.06059879
2.23585246,-0.01488534,1.51452438,-0.06534300
2.22956515,-0.01765553,1.51026547,-0.06797130
2.24630193,-0.01028131,1.52160265,-0.06097480
2.26471312,-0.00216936,1.53407404,-0.05327834
2.26438127,-0.00231557,1.53384926,-0.05341706
2.27790361,0.00000000,1.52315563,-0.06001641
2.28394165,0.00000000,1.52566990,-0.05846478
2.28141548,-0.00110606,1.52398242,-0.05950617
2.28893221,0.00000000,1.52900358,-0.05640746
2.30160478,0.00000000,1.53746885,-0.05118331
2.30184684,0.00000000,1.53763054,-0.05108352
2.28062266,-0.00922050,1.52345281,-0.05983301
2.29236697,-0.00411838,1.53129800,-0.05499151
2.30043133,-0.00061495,1.53668498,-0.05166705
2.30095143,-0.00038899,1.53703241,-0.05145264
2.31045659,0.00000000,1.54338184,-0.04753422
2.31199397,0.00000000,1.54440881,-0.04690045
2.30828916,-0.00160243,1.54193400,-0.04842773
2.31322167,0.00000000,1.54522891,-0.04639434
2.31369453,0.00000000,1.54336781,-0.04754288
2.30568538,-0.00346163,1.53648188,-0.05179239
2.31527109,0.00000000,1.54286969,-0.04785029
2.34741869,0.00000000,1.56429247,-0.03462967
2.35587590,0.00000000,1.56992826,-0.03115166
2.35361664,-0.00095899,1.56842271,-0.03208077
2.37370075,0.00000000,1.58180653,-0.02382123
2.38195604,0.00000000,1.58730776,-0.02042627
2.39427519,0.00000000,1.59551710,-0.01536004
2.39028163,-0.00166796,1.59285584,-0.01700238
2.38213856,-0.00506902,1.58742939,-0.02035120
2.38031675,-0.00582992,1.58705599,-0.02058164
2.39767145,0.00000000,1.57548489,-0.02772250
2.39108003,-0.00274909,1.57272923,-0.02942310
2.38281589,-0.00619583,1.57659223,-0.02703913
2.38396456,-0.00571675,1.57892884,-0.02559714
2.38987036,-0.00325361,1.58284033,-0.02318325
2.40739639,0.00000000,1.56964979,-0.03132351
2.38816944,-0.00798662,1.55868325,-0.03809128
2.38022461,-0.01128679,1.55349791,-0.04129131
2.40242484,-0.00206512,1.56798730,-0.03234948
2.40946510,0.00000000,1.56182435,-0.03615282
2.44427349,0.00000000,1.58282545,-0.02319243
2.46341277,0.00000000,1.59521937,-0.01554378
2.47722708,0.00000000,1.60416504,-0.01002315
2.46084075,-0.00661479,1.59355382,-0.01657164
2.44720804,-0.01211800,1.58472576,-0.02201969
2.48372423,0.00000000,1.55949444,-0.03759067
2.52954908,0.00000000,1.58670770,-0.02079658
2.55729898,0.00000000,1.60411435,-0.01005443
2.51477166,-0.01662978,1.57743828,-0.02651700
2.49384936,-0.02481119,1.56431437,-0.03461615
2.48879842,-0.02678630,1.56114607,-0.03657140
2.50818615,-0.01920496,1.54742360,-0.04503994
2.50334960,-0.02109623,1.54289227,-0.04783636
2.49483670,-0.02442510,1.53764550,-0.05107429
2.48981671,-0.02638810,1.53455152,-0.05298367
2.50382368,-0.02091085,1.54318446,-0.04765604
2.50030102,-0.02228835,1.54101333,-0.04899590
2.50180409,-0.02170059,1.54193972,-0.04842420
2.50573211,-0.02016459,1.54436068,-0.04693016
2.50548995,-0.02025928,1.54296556,-0.04779112
2.50089977,-0.02205421,1.54579235,-0.04604663
2.49988033,-0.02245285,1.54642246,-0.04565777
2.51894049,-0.01499961,1.53463187,-0.05293408
2.52577872,-0.01232560,1.53046577,-0.05550511
2.50113845,-0.02196088,1.51400482,-0.06566364
2.50257715,-0.02139829,1.51487570,-0.06512619
2.51073701,-0.01820748,1.51981508,-0.06207796
2.45090187,-0.04160527,1.48359530,-0.08443024
2.44022421,-0.04578064,1.47713183,-0.08841903
2.43054705,-0.04956477,1.48151254,-0.08571557
2.47702811,-0.03138893,1.45318053,-0.10320007
2.44573742,-0.04362476,1.43337026,-0.11542557
2.45734294,-0.03908657,1.44017189,-0.11122808
2.44410437,-0.04426335,1.44649043,-0.10732873
2.50572877,-0.02016589,1.48151502,-0.08571404
2.50347466,-0.02104733,1.48136624,-0.08580585
2.53691599,-0.00797052,1.46157821,-0.09801762
2.60302285,0.00000000,1.42349245,-0.12152145
2.62501708,0.00000000,1.43694373,-0.11322027
2.64133183,0.00000000,1.44587449,-0.10770885
2.63778681,-0.00134213,1.44393393,-0.10890642
2.63979271,-0.00058270,1.44503197,-0.10822879
2.68232018,0.00000000,1.46831166,-0.09386222
2.68954555,0.00000000,1.47226685,-0.09142135
2.68636482,-0.00118263,1.47052571,-0.09249586
2.67991484,-0.00358080,1.47258593,-0.09122444
2.66823871,-0.00792210,1.46469743,-0.09609266
2.66448204,-0.00931886,1.46263525,-0.09736529
2.69597969,0.00000000,1.44388236,-0.10893824
2.71256544,0.00000000,1.43499955,-0.11442008
2.71370996,0.00000000,1.43439408,-0.11479374
2.69848336,-0.00561099,1.44244245,-0.10982685
2.69600330,-0.00652489,1.44376814,-0.10900873
2.73857378,0.00000000,1.42097072,-0.12307768
2.72806480,-0.00383739,1.41409693,-0.12731970
2.65866010,-0.02918077,1.44865888,-0.10599052
2.66010482,-0.02865322,1.44787168,-0.10647632
2.67938594,-0.02161265,1.45691835,-0.10089336
2.68565606,-0.01932310,1.46032773,-0.09878933
2.69869863,-0.01456056,1.46741964,-0.09441271
2.70256038,-0.01315042,1.46385239,-0.09661416
2.69517846,-0.01584596,1.45839009,-0.09998510
2.68664871,-0.01896063,1.46154724,-0.09803673
2.70379511,-0.01269956,1.45221953,-0.10379314
2.69629112,-0.01543966,1.45624995,-0.10130584
2.70138115,-0.01358102,1.46045530,-0.09871060
2.74131900,0.00000000,1.48204701,-0.08538573
2.76874718,0.00000000,1.49687558,-0.07623459
2.76656393,-0.00078853,1.49569524,-0.07696301
2.80082655,0.00000000,1.51421874,-0.06553162
2.81225398,0.00000000,1.52039679,-0.06171897
2.81697897,0.00000000,1.52295127,-0.06014252
2.78491912,-0.01138093,1.53876093,-0.05038592
2.76264346,-0.01928857,1.54799145,-0.04468950
2.75760566,-0.02107695,1.55081428,-0.04294745
2.74605773,-0.02517635,1.54276918,-0.04791232
2.78953017,-0.00974406,1.51680305,-0.06393677
2.77551132,-0.01472061,1.52442579,-0.05923256
2.82486023,0.00000000,1.49732132,-0.07595951
2.83387431,0.00000000,1.49254339,-0.07890811
2.83572704,0.00000000,1.49156760,-0.07951030
2.82882876,-0.00243263,1.49519603,-0.07727109
2.83423748,-0.00052529,1.49233722,-0.07903534
2.78226738,-0.01885219,1.46348059,-0.09684361
2.85874152,0.00000000,1.50370620,-0.07201921
2.88336269,0.00000000,1.51665701,-0.06402689
2.87321708,-0.00351867,1.51132039,-0.06732028
2.85979905,-0.00817228,1.50426247,-0.07167593
2.82237043,-0.02115317,1.52244576,-0.06045449
2.80480365,-0.02724563,1.52887676,-0.05648573
2.84466109,-0.01342238,1.55213162,-0.04213448
2.76501656,-0.04104448,1.59403590,-0.01627413
2.79316901,-0.03128073,1.60867179,-0.00724190
2.77764208,-0.03666574,1.61600556,-0.00271602
2.72139432,-0.05617343,1.64872997,0.00000000
2.69367497,-0.06578698,1.63028774,-0.01118572
2.67342855,-0.07280879,1.64091115,-0.00474233
2.70168957,-0.06300738,1.65661644,0.00000000
2.73530397,-0.05134932,1.67722804,0.00000000
2.68308776,-0.06945881,1.70756865,0.00000000
2.68540571,-0.06865490,1.70733627,-0.00013609
2.70322143,-0.06247610,1.71866321,0.00000000
2.71637874,-0.05791292,1.70857934,-0.00586727
2.70937164,-0.06034310,1.71298675,-0.00330283
2.71842040,-0.05720484,1.72042077,0.00000000
2.71192247,-0.05945843,1.72281273,0.00000000
2.70415175,-0.06215345,1.71615338,-0.00386539
2.68810897,-0.06771736,1.70597205,-0.00977511
2.65832559,-0.07804676,1.68707043,-0.02074648
2.64272292,-0.08345803,1.67716840,-0.02649407
2.64950063,-0.08110740,1.68146979,-0.02399735
2.68399773,-0.06914321,1.65789520,-0.03768113
2.68840670,-0.06761411,1.65896070,-0.03706266
2.68592129,-0.06847609,1.65742701,-0.03795288
2.72874823,-0.05362297,1.68385464,-0.02261307
2.79580194,-0.03036758,1.64079332,-0.04760785
2.77949754,-0.03602223,1.62958384,-0.05411435
2.82117518,-0.02156770,1.65401890,-0.03993111
2.83146151,-0.01800023,1.64633414,-0.04439170
2.85991816,-0.00813097,1.62649554,-0.05590694
2.90309907,0.00000000,1.64942694,-0.04259650
2.91200653,0.00000000,1.65448781,-0.03965894
2.90466130,-0.00252240,1.65031453,-0.04208130
2.87051849,-0.01424724,1.63091593,-0.05334114
2.87017854,-0.01436398,1.63072278,-0.05345325
2.88151005,-0.01047267,1.63716090,-0.04971627
2.92785749,0.00000000,1.66349370,-0.03443150
2.96279974,0.00000000,1.64197739,-0.04692056
2.87509791,-0.02960100,1.69058156,-0.01870846
2.84742855,-0.03893992,1.70685137,-0.00926470
2.85113161,-0.03769007,1.70463162,-0.01055315
2.83632904,-0.04268621,1.69748611,-0.01470074
2.77192144,-0.06442497,1.73433528,0.00000000
2.67945025,-0.09563572,1.79219264,0.00000000
2.67067973,-0.09859593,1.78453415,-0.00427325
2.64540993,-0.10712496,1.76764900,-0.01369476
