bench_equity,bench_drawdown,patchtst_equity,patchtst_drawdown
0.99665964,-0.032045186,1.04188833363679,-0.01425148517454844
0.99318343,-0.035421252,1.038254305073948,-0.017689702249261918
0.98512566,-0.043246925,1.045700381379049,-0.010644841085100665
0.98645675,-0.04195422,1.0460666896421535,-0.010298270522146824
0.98460084,-0.043756664,1.044098659006623,-0.01216025823568001
0.9823908,-0.045903027,1.0417552035457205,-0.014377441848899664
0.9843907,-0.04396075,1.0438758031049482,-0.012371106046336622
0.9807937,-0.04745412,1.04006157878374,-0.015979809434652825
0.9787683,-0.04942119,1.0379137168860628,-0.018011938605631217
0.98204297,-0.046240866,1.0413863214831054,-0.014726447527943387
0.9770967,-0.051044703,1.0361410816187513,-0.019689059392635544
0.9799924,-0.048232377,1.0392117924561217,-0.01678380692970549
0.9772223,-0.050922632,1.0411159555262592,-0.01498224542088089
0.95275974,-0.074680686,1.0678472039591578,0.0
0.9489633,-0.07836783,1.072119174195458,0.0
0.95816815,-0.06942803,1.0618196719614943,-0.009606676647391121
0.9643115,-0.06346166,1.055055142654103,-0.015916170470657076
0.97158045,-0.056402028,1.0619456917440981,-0.009489133947253925
0.9824649,-0.045831084,1.073842513772965,0.0
0.9743085,-0.05375254,1.0649274331239835,-0.0083020373421967
0.9749502,-0.053129375,1.0656288029184655,-0.007648897067448424
0.9804017,-0.047834873,1.071587380623445,-0.002100059478551075
0.98035926,-0.04787606,1.0715409904875772,-0.0021432596082467947
0.9830046,-0.04530686,1.0744324038709847,0.0
0.98681974,-0.041601658,1.0786024069258378,0.0
0.9883885,-0.040078104,1.0803170026282485,0.0
0.986764,-0.04165578,1.0785415070750732,-0.0016434949638446383
0.98601097,-0.042387128,1.0777183376692459,-0.002405465203898949
0.98558897,-0.04279697,1.0772570930320111,-0.0028324182520437224
0.9880221,-0.040433943,1.079916453383243,-0.00037077010176733705
0.99080616,-0.03773004,1.0829595030362298,0.0
0.9936619,-0.034956574,1.0860808234225485,0.0
0.9884641,-0.04000461,1.0803996669573872,-0.005230878165455866
0.9877642,-0.040684402,1.0796346384320492,-0.005935271898260375
0.98684406,-0.041578054,1.0786289739097363,-0.0068612292493382965
1.0073969,-0.021617115,1.1010934468038402,0.0
1.0062443,-0.02273655,1.0998335561430912,-0.001144217745011722
1.0149274,-0.014303565,1.109324221908697,0.0
1.030804,0.0,1.1266776059221877,0.0
1.0243068,-0.0063031316,1.1326909679349442,0.0
1.0209144,-0.009594083,1.127811216162636,-0.004308105132333484
1.0240568,-0.0065456033,1.1232266093620698,-0.008355640541682141
1.0191408,-0.01131469,1.1286447412007152,-0.0035722247716036826
1.0239167,-0.006681502,1.12338023397831,-0.008220012536701682
1.0309104,0.0,1.1299226931327404,-0.002443980644827315
1.0257553,-0.0050005317,1.124272382639364,-0.00743237611484493
1.0231731,-0.0075052977,1.1259831550438772,-0.005922014989928059
1.0213532,-0.009270549,1.1228571858063037,-0.008681787360385607
1.0258743,-0.004885137,1.1278275711955956,-0.004293666036920163
1.0165881,-0.013892829,1.117618450812517,-0.013306822027464693
1.015679,-0.01477468,1.1166189471548031,-0.014189237166287838
1.0083396,-0.021893978,1.1236221839149665,-0.008006406227915264
1.006222,-0.023948133,1.120141730711861,-0.011079135949995322
0.99937344,-0.030591369,1.1125177736052678,-0.017809971917101874
1.0004953,-0.029503107,1.1137666131931017,-0.016707429720521416
0.998325,-0.031608343,1.1113506289806494,-0.01884038944285149
0.98788196,-0.04173827,1.1219763274094388,-0.009459456134835897
0.97484523,-0.054384112,1.1060634115224757,-0.023508227015365257
0.9806207,-0.048781812,1.1126161738206817,-0.017723098958634442
0.9819713,-0.047471702,1.1141486661969728,-0.01637013295142331
0.9856864,-0.043868005,1.118363762515323,-0.012648821104084162
0.98263055,-0.046832204,1.1148966683776969,-0.01570975673063668
0.99157333,-0.038157582,1.1250431718936014,-0.006751882250183194
0.9837414,-0.04575467,1.1161569857644913,-0.014597081320950833
0.9823183,-0.047135115,1.1145422894821542,-0.016022621320868846
0.98236895,-0.047086,1.1133708750237539,-0.017056808483618013
0.9801186,-0.0492689,1.1097102254044606,-0.02028862521291286
