CNN-Transformer_equity,CNN-Transformer_drawdown,XGBoost_equity,XGBoost_drawdown,Transformer_equity,Transformer_drawdown,PatchTST_equity,PatchTST_drawdown,LSTM-Transformer_equity,LSTM-Transformer_drawdown,LSTM_equity,LSTM_drawdown,TimeMixer_equity,TimeMixer_drawdown,ModernTCN_equity,ModernTCN_drawdown,TCN_equity,TCN_drawdown,DLinear_equity,DLinear_drawdown
2.31527109,0.00000000,2.53058097,-0.00337908,2.15407040,-0.01324064,1.90108549,-0.03955623,2.10562234,0.00000000,1.88438184,-0.01584927,1.81105915,0.00000000,1.20059329,-0.04243872,1.27062055,-0.09345028,0.59819958,-0.41301281
2.34741869,0.00000000,2.56571814,0.00000000,2.18397972,0.00000000,1.92748211,-0.02622045,2.13485896,0.00000000,1.91054653,-0.00218431,1.83620575,0.00000000,1.21726356,-0.02914296,1.28826315,-0.08086282,0.60650560,-0.40486248
2.35587590,0.00000000,2.57496184,0.00000000,2.19184810,0.00000000,1.93442638,-0.02271214,2.14255037,0.00000000,1.91742979,0.00000000,1.84282118,0.00000000,1.22164908,-0.02564519,1.29290446,-0.07755138,0.60371399,-0.40760176
2.35361664,-0.00095899,2.57249248,-0.00095899,2.18974614,-0.00095899,1.93257129,-0.02364935,2.14049569,-0.00095899,1.91559099,-0.00095899,1.84105393,-0.00095899,1.22047753,-0.02657958,1.29166458,-0.07843600,0.60253132,-0.40876227
2.37370075,0.00000000,2.59444432,0.00000000,2.20843189,0.00000000,1.94906249,-0.01531787,2.15876117,0.00000000,1.93193730,0.00000000,1.85676419,0.00000000,1.23089223,-0.01827310,1.30268674,-0.07057202,0.60767290,-0.40371706
2.38195604,0.00000000,2.60346731,0.00000000,2.21611240,0.00000000,1.95584097,-0.01189332,2.16626894,0.00000000,1.93865622,0.00000000,1.86322167,0.00000000,1.23517304,-0.01485883,1.30721724,-0.06733964,0.60978627,-0.40164330
2.39427519,0.00000000,2.61693209,0.00000000,2.22757384,0.00000000,1.96595631,-0.00678297,2.17747259,0.00000000,1.94868268,0.00000000,1.87285800,0.00000000,1.24156119,-0.00976382,1.31397799,-0.06251605,0.60602276,-0.40533627
2.39028163,-0.00166796,2.61256715,-0.00166796,2.22385833,-0.00166796,1.96267717,-0.00843962,2.17384065,-0.00166796,1.94543236,-0.00166796,1.86973415,-0.00166796,1.23949031,-0.01141549,1.31178633,-0.06407973,0.60440591,-0.40692281
2.38213856,-0.00506902,2.60366681,-0.00506902,2.22921058,0.00000000,1.96740083,-0.00605319,2.16643493,-0.00506902,1.93880477,-0.00506902,1.86336444,-0.00506902,1.23526769,-0.01478335,1.30731741,-0.06726817,0.60234686,-0.40894328
2.38031675,-0.00582992,2.60305437,-0.00530305,2.22973494,0.00000000,1.96786360,-0.00581939,2.16592534,-0.00530305,1.93834872,-0.00530305,1.86292614,-0.00530305,1.23432298,-0.01553682,1.30631760,-0.06798151,0.60188619,-0.40939530
2.39767145,0.00000000,2.58407571,-0.01255531,2.24599176,0.00000000,1.98221114,0.00000000,2.17955101,0.00000000,1.92421638,-0.01255531,1.84934370,-0.01255531,1.24332233,-0.00835918,1.29548702,-0.07570880,0.60627450,-0.40508925
2.39108003,-0.00274909,2.57955593,-0.01428243,2.24992020,0.00000000,1.97676187,-0.00274909,2.17355923,-0.00274909,1.92565779,-0.01181562,1.84610903,-0.01428243,1.23990433,-0.01108529,1.29322110,-0.07732547,0.60460779,-0.40672471
2.38281589,-0.00619583,2.58589194,-0.01186127,2.24439385,-0.00245624,1.98161727,-0.00029960,2.17889801,-0.00029960,1.92092791,-0.01424284,1.85064352,-0.01186127,1.23561892,-0.01450321,1.28875142,-0.08051445,0.60251812,-0.40877522
2.38396456,-0.00571675,2.58972440,-0.01039679,2.24106751,-0.00393467,1.97669877,-0.00278092,2.18212728,0.00000000,1.92185392,-0.01376764,1.85338629,-0.01039679,1.23621457,-0.01402814,1.28684140,-0.08187719,0.60162515,-0.40965145
2.38987036,-0.00325361,2.59613994,-0.00794524,2.24437825,-0.00246317,1.97961895,-0.00130773,2.18753307,0.00000000,1.92661493,-0.01132445,1.85797769,-0.00794524,1.23927705,-0.01158559,1.28874246,-0.08052084,0.60251394,-0.40877933
2.40739639,0.00000000,2.57450510,-0.01621249,2.26083732,0.00000000,1.99413641,0.00000000,2.16930335,-0.00833346,1.91055956,-0.01956354,1.84249430,-0.01621249,1.22894958,-0.01982251,1.27800277,-0.08818329,0.60693245,-0.40444363
2.38816944,-0.00798662,2.55651802,-0.02308584,2.24278088,-0.00798662,1.97821001,-0.00798662,2.15414726,-0.01526186,1.89721121,-0.02641347,1.82962150,-0.02308584,1.22036338,-0.02667063,1.26907386,-0.09455380,0.60208511,-0.40920011
2.38022461,-0.01128679,2.54801314,-0.02633578,2.23531972,-0.01128679,1.97162902,-0.01128679,2.14698096,-0.01853783,1.89089968,-0.02965234,1.82353482,-0.02633578,1.22320285,-0.02440594,1.26485197,-0.09756599,0.60008213,-0.41116555
2.40242484,-0.00206512,2.57177832,-0.01725447,2.21223570,-0.02149718,1.99001829,-0.00206512,2.16700574,-0.00938378,1.87137246,-0.03967307,1.84054283,-0.01725447,1.23338839,-0.01628222,1.25178992,-0.10688538,0.60567906,-0.40567352
2.40946510,0.00000000,2.57931488,-0.01437455,2.22093086,-0.01765119,1.98219656,-0.00598748,2.15848835,-0.01327738,1.87872786,-0.03589852,1.83330861,-0.02111713,1.23700282,-0.01339946,1.25671006,-0.10337500,0.60745400,-0.40393186
2.44427349,0.00000000,2.61657700,-0.00013569,2.25301558,-0.00345966,2.00885020,0.00000000,2.12730571,-0.02753209,1.90586894,-0.02197061,1.80682368,-0.03525858,1.25487320,0.00000000,1.27486514,-0.09042189,0.61622959,-0.39532075
2.46341277,0.00000000,2.63706546,0.00000000,2.27065726,0.00000000,1.99111154,-0.00883025,2.14183575,-0.02088989,1.92079238,-0.01431239,1.79267579,-0.04281275,1.26469918,0.00000000,1.28484766,-0.08329966,0.62105483,-0.39058596
2.47722708,0.00000000,2.65185358,0.00000000,2.28339064,0.00000000,2.00028618,-0.00426315,2.15384672,-0.01539924,1.93156379,-0.00878486,1.80093607,-0.03840223,1.27179135,0.00000000,1.29205282,-0.07815900,0.62453758,-0.38716849
2.46084075,-0.00661479,2.63431213,-0.00661479,2.26828649,-0.00661479,2.01151736,0.00000000,2.13959948,-0.02191217,1.94240911,-0.00321939,1.78902326,-0.04476300,1.26337872,-0.00661479,1.28350617,-0.08425678,0.62040639,-0.39122224
2.44720804,-0.01211800,2.61971842,-0.01211800,2.25572051,-0.01211800,2.02266088,0.00000000,2.12774640,-0.02733063,1.92970603,-0.00973819,1.77911233,-0.05005488,1.25637978,-0.01211800,1.27639573,-0.08932987,0.61696943,-0.39459478
2.48372423,0.00000000,2.65880874,0.00000000,2.28937941,0.00000000,2.05081950,0.00000000,2.15949573,-0.01281688,1.89898208,-0.02550472,1.80565948,-0.03588020,1.27512694,0.00000000,1.29544156,-0.07574124,0.62617558,-0.38556118
2.52954908,0.00000000,2.70786390,0.00000000,2.24485086,-0.01945005,2.01093096,-0.01945005,2.19933854,0.00000000,1.86394576,-0.04348421,1.77053931,-0.05463238,1.29865310,0.00000000,1.27024515,-0.09371812,0.61399643,-0.39751205
2.55729898,0.00000000,2.73756997,0.00000000,2.26723268,-0.00967368,2.03098053,-0.00967368,2.22346594,0.00000000,1.84349772,-0.05397747,1.78819211,-0.04520679,1.31289971,0.00000000,1.28290987,-0.08468222,0.62011816,-0.39150507
2.51477166,-0.01662978,2.69204478,-0.01662978,2.30266903,0.00000000,2.06272431,0.00000000,2.18649019,-0.01662978,1.87415468,-0.03824533,1.81614116,-0.03028358,1.29106648,-0.01662978,1.26157536,-0.09990375,0.60980573,-0.40162421
2.49384936,-0.02481119,2.66964761,-0.02481119,2.32182669,0.00000000,2.07988569,0.00000000,2.16829911,-0.02481119,1.88974720,-0.03024375,1.83125102,-0.02221577,1.28032511,-0.02481119,1.25107935,-0.10739234,0.60473229,-0.40660255
2.48879842,-0.02678630,2.66424061,-0.02678630,2.32652923,0.00000000,2.07359328,-0.00302536,2.16390752,-0.02678630,1.89357462,-0.02827965,1.83495997,-0.02023540,1.28163791,-0.02381127,1.24854547,-0.10920019,0.60350749,-0.40780439
2.50818615,-0.01920496,2.68499504,-0.01920496,2.34697942,0.00000000,2.05536640,-0.01178877,2.14488677,-0.03534084,1.91021914,-0.01973823,1.85108926,-0.01162327,1.29290351,-0.01523057,1.23757075,-0.11703032,0.60820882,-0.40319119
2.50334960,-0.02109623,2.67981755,-0.02109623,2.34245372,-0.00192831,2.04934766,-0.01468255,2.14902277,-0.03348068,1.90653565,-0.02162847,1.84751980,-0.01352917,1.29410372,-0.01431640,1.23995717,-0.11532769,0.60703600,-0.40434202
2.49483670,-0.02442510,2.67070455,-0.02442510,2.33448796,-0.00532235,2.04237864,-0.01803323,2.15633075,-0.03019393,1.90005228,-0.02495553,1.84123711,-0.01688376,1.28840888,-0.01865400,1.23450061,-0.11922078,0.60497171,-0.40636762
2.48981671,-0.02638810,2.66533069,-0.02638810,2.32979062,-0.00732380,2.03826906,-0.02000909,2.14983555,-0.03311514,1.89622909,-0.02691746,1.83753226,-0.01886194,1.28971294,-0.01766073,1.23201661,-0.12099304,0.60558404,-0.40576677
2.50382368,-0.02091085,2.68032505,-0.02091085,2.34289733,-0.00173929,2.04973576,-0.01449595,2.13559138,-0.03952143,1.90689671,-0.02144319,1.84786968,-0.01334235,1.29567877,-0.01311672,1.23894757,-0.11604801,0.60217720,-0.40910975
2.50030102,-0.02228835,2.67655406,-0.02228835,2.33960108,-0.00314376,2.04685196,-0.01588247,2.13859597,-0.03817012,1.90421387,-0.02281994,1.84526988,-0.01473049,1.29620600,-0.01271514,1.23720447,-0.11729165,0.60302441,-0.40827842
2.50180409,-0.02170059,2.67816309,-0.02170059,2.34100754,-0.00254449,2.04808243,-0.01529087,2.13774301,-0.03855374,1.90535860,-0.02223250,1.84637918,-0.01413819,1.29542678,-0.01330866,1.23794823,-0.11676101,0.60266190,-0.40863414
2.50573211,-0.02016459,2.68236800,-0.02016459,2.34468310,-0.00097842,2.05129808,-0.01374480,2.14109942,-0.03704420,1.90835015,-0.02069733,1.84927813,-0.01259032,1.29616527,-0.01274617,1.23989190,-0.11537426,0.60171568,-0.40956263
2.50548995,-0.02025928,2.68210878,-0.02025928,2.34445651,-0.00107496,2.05109984,-0.01384011,2.14089250,-0.03713726,1.90816573,-0.02079197,1.84909941,-0.01268574,1.29499437,-0.01363801,1.23977207,-0.11545975,0.60177383,-0.40950557
2.50089977,-0.02205421,2.67719502,-0.02205421,2.34016135,-0.00290504,2.04734212,-0.01564681,2.14267383,-0.03633611,1.90466988,-0.02258593,1.84571177,-0.01449455,1.29132688,-0.01643144,1.23750075,-0.11708027,0.60287630,-0.40842375
2.49988033,-0.02245285,2.67610372,-0.02245285,2.33920743,-0.00331149,2.04650756,-0.01604806,2.14354725,-0.03594329,1.90389348,-0.02298435,1.84495941,-0.01489627,1.29080050,-0.01683237,1.23699631,-0.11744017,0.60202768,-0.40925647
2.51894049,-0.01499961,2.69650748,-0.01499961,2.35704255,0.00000000,2.06211102,-0.00854598,2.12720392,-0.04329368,1.91840958,-0.01553516,1.85902617,-0.00738541,1.30064212,-0.00933628,1.24642770,-0.11071116,0.60661780,-0.40475239
2.52577872,-0.01232560,2.70382776,-0.01232560,2.36344128,0.00000000,2.06770908,-0.00585446,2.12142915,-0.04589087,1.92361754,-0.01286261,1.86407292,-0.00469074,1.29581059,-0.01301632,1.24981141,-0.10829698,0.60826460,-0.40313645
2.50113845,-0.02196088,2.67745052,-0.02196088,2.34038468,-0.00975552,2.04753751,-0.01555286,2.14212479,-0.03658304,1.90485165,-0.02249265,1.84588792,-0.01440049,1.28187347,-0.02363184,1.23761885,-0.11699601,0.61359027,-0.39791060
2.50257715,-0.02139829,2.67899065,-0.02139829,2.34173092,-0.00918591,2.04871530,-0.01498659,2.14089259,-0.03713722,1.90594736,-0.02193037,1.84694971,-0.01383356,1.28261083,-0.02307022,1.23833076,-0.11648808,0.61332963,-0.39816636
2.51073701,-0.01820748,2.68772572,-0.01820748,2.34936632,-0.00595528,2.05539530,-0.01177487,2.13391204,-0.04027671,1.91216186,-0.01874129,1.85297184,-0.01061808,1.27714616,-0.02723251,1.24236843,-0.11360732,0.61071649,-0.40073052
2.45090187,-0.04160527,2.62367263,-0.04160527,2.29337692,-0.02964506,2.00641173,-0.03532596,2.18476680,-0.01740487,1.86659178,-0.04212636,1.80881237,-0.03419674,1.24543245,-0.05138798,1.21276068,-0.13473157,0.59555136,-0.41561140
2.44022421,-0.04578064,2.61224228,-0.04578064,2.28338554,-0.03387253,1.99767055,-0.03952868,2.17306382,-0.02266826,1.85845974,-0.04629945,1.80093205,-0.03840438,1.24000657,-0.05552073,1.20747714,-0.13850122,0.59755040,-0.41364983
2.43054705,-0.04956477,2.60188295,-0.04956477,2.27433035,-0.03770389,2.00359501,-0.03668023,2.16444614,-0.02654405,1.86397135,-0.04347108,1.80627305,-0.03555259,1.23508909,-0.05926623,1.20268866,-0.14191765,0.59872499,-0.41249725
2.47702811,-0.03138893,2.65164059,-0.03138893,2.31782398,-0.01930122,2.03990757,-0.01922130,2.20583837,-0.00792797,1.89775342,-0.02613523,1.77173041,-0.05399640,1.21023452,-0.07819728,1.22568852,-0.12550794,0.60957611,-0.40184953
2.44573742,-0.04362476,2.61814413,-0.04362476,2.28854441,-0.03168975,2.01413874,-0.03161085,2.17797344,-0.02046017,1.87378033,-0.03843743,1.74757756,-0.06689265,1.19373618,-0.09076362,1.21020520,-0.13655483,0.60187573,-0.40940557
2.45734294,-0.03908657,2.63056776,-0.03908657,2.29940401,-0.02709492,2.02369624,-0.02701564,2.18830837,-0.01581206,1.88267179,-0.03387462,1.75587017,-0.06246487,1.19940070,-0.08644911,1.21594786,-0.13245761,0.60473175,-0.40660308
2.44410437,-0.04426335,2.61639596,-0.04426335,2.28701631,-0.03233631,2.01279387,-0.03225745,2.17651918,-0.02111422,1.89093174,-0.02963589,1.74641068,-0.06751570,1.19293910,-0.09137073,1.20939712,-0.13713136,0.60738492,-0.40399964
2.50572877,-0.02016589,2.68236443,-0.02016589,2.34467997,-0.00793813,2.06354343,-0.00785729,2.23139682,0.00000000,1.93671780,-0.00613999,1.79044379,-0.04400452,1.22301726,-0.06846102,1.23989025,-0.11537544,0.59207063,-0.41902689
2.50347466,-0.02104733,2.67995143,-0.02104733,2.34257075,-0.00883057,2.06333621,-0.00795692,2.22938950,-0.00089958,1.93497556,-0.00703404,1.79026399,-0.04410052,1.22191706,-0.06929901,1.23877487,-0.11617123,0.59260324,-0.41850426
2.53691599,-0.00797052,2.64147278,-0.03510310,2.30893620,-0.02306174,2.03577424,-0.02120859,2.25916960,0.00000000,1.90719326,-0.02129101,1.76634971,-0.05686939,1.23823938,-0.05686674,1.25532237,-0.10436507,0.59992661,-0.41131815
2.60302285,0.00000000,2.57264138,-0.06024635,2.24877003,-0.04851876,2.08678659,0.00000000,2.31803896,0.00000000,1.85749568,-0.04679418,1.72032223,-0.08144546,1.27050538,-0.03229061,1.28803352,-0.08102665,0.61555948,-0.39597830
2.62501708,0.00000000,2.59695154,-0.05136615,2.27001976,-0.03952775,2.06706752,-0.00944949,2.33762522,0.00000000,1.87504808,-0.03778686,1.73657840,-0.07276558,1.28124051,-0.02411396,1.27586226,-0.08971048,0.62076064,-0.39087463
2.64133183,0.00000000,2.61309186,-0.04547029,2.28412817,-0.03355832,2.07784749,-0.00428367,2.35215380,0.00000000,1.88670169,-0.03180661,1.74737142,-0.06700272,1.28920355,-0.01804872,1.26793264,-0.09536802,0.61628179,-0.39526953
2.63778681,-0.00134213,2.60958474,-0.04675140,2.28106257,-0.03485541,2.07505874,-0.00562005,2.34899690,-0.00134213,1.88416949,-0.03310605,1.74502621,-0.06825493,1.28747327,-0.01936663,1.26963437,-0.09415389,0.61483838,-0.39668589
2.63979271,-0.00058270,2.61156920,-0.04602650,2.28279720,-0.03412146,2.07663672,-0.00486388,2.35078319,-0.00058270,1.88560230,-0.03237078,1.74635322,-0.06754638,1.28845233,-0.01862091,1.26866888,-0.09484274,0.61530593,-0.39622710
2.68232018,0.00000000,2.65364198,-0.03065784,2.31957341,-0.01856101,2.11009165,0.00000000,2.38865466,0.00000000,1.91597964,-0.01678213,1.77448723,-0.05252441,1.30920949,-0.00281074,1.24823043,-0.10942496,0.60477795,-0.40655774
2.68954555,0.00000000,2.66079010,-0.02804672,2.32582165,-0.01591731,2.11577561,0.00000000,2.39508899,0.00000000,1.92114073,-0.01413363,1.77926718,-0.04997220,1.31273611,-0.00012461,1.24486807,-0.11182391,0.60580227,-0.40555263
2.68636482,-0.00118263,2.65764338,-0.02919618,2.32307107,-0.01708111,2.11327344,-0.00118263,2.39225650,-0.00118263,1.91886873,-0.01529954,1.77716297,-0.05109572,1.31118364,-0.00130709,1.24215099,-0.11376246,0.60508583,-0.40625564
2.67991484,-0.00358080,2.65126236,-0.03152709,2.31749336,-0.01944111,2.10819945,-0.00358080,2.38651267,-0.00358080,1.91426151,-0.01766382,1.77289598,-0.05337405,1.30803547,-0.00370496,1.24389125,-0.11252084,0.60363301,-0.40768122
2.66823871,-0.00792210,2.63971106,-0.03574663,2.30739626,-0.02371331,2.09901423,-0.00792210,2.37611486,-0.00792210,1.90592126,-0.02194376,1.76517165,-0.05749841,1.31242642,-0.00036049,1.23722785,-0.11727498,0.60565935,-0.40569287
2.66448204,-0.00931886,2.64078785,-0.03535329,2.30833750,-0.02331506,2.09987046,-0.00751741,2.37708413,-0.00751741,1.90669872,-0.02154479,1.76589169,-0.05711394,1.31164936,-0.00095236,1.23773254,-0.11691490,0.60541229,-0.40593530
2.69597969,0.00000000,2.66936461,-0.02491456,2.33331671,-0.01274606,2.12259379,0.00000000,2.40280727,0.00000000,1.88415906,-0.03311141,1.74501656,-0.06826009,1.32584311,0.00000000,1.22310093,-0.12735411,0.61256905,-0.39891268
2.71256544,0.00000000,2.68578664,-0.01891580,2.34767136,-0.00667244,2.13565206,0.00000000,2.41758942,0.00000000,1.87256765,-0.03905974,1.75400694,-0.06345973,1.33399974,0.00000000,1.21557637,-0.13272266,0.61633760,-0.39521477
2.71370996,0.00000000,2.68691985,-0.01850185,2.34433313,-0.00808488,2.13261531,-0.00142193,2.41860948,0.00000000,1.87177756,-0.03946519,1.75474701,-0.06306457,1.33456260,0.00000000,1.21506348,-0.13308859,0.61546121,-0.39607473
2.69848336,-0.00561099,2.67184357,-0.02400903,2.32883477,-0.01464242,2.11851661,-0.00802352,2.40503868,-0.00561099,1.88228008,-0.03407564,1.76283813,-0.05874437,1.32707438,-0.00561099,1.22188119,-0.12822436,0.61891456,-0.39268611
2.69600330,-0.00652489,2.66938799,-0.02490602,2.32669443,-0.01554802,2.11834514,-0.00810381,2.40282831,-0.00652489,1.88401001,-0.03318790,1.76445828,-0.05787931,1.32585472,-0.00652489,1.21953633,-0.12989734,0.61772682,-0.39385158
2.73857378,0.00000000,2.71153822,-0.00950907,2.36343345,-0.00000331,2.08489600,-0.02376607,2.44076950,0.00000000,1.85426107,-0.04845407,1.79055501,-0.04394513,1.30359333,-0.02320556,1.23879308,-0.11615823,0.60735505,-0.40402895
2.72806480,-0.00383739,2.70113298,-0.01330997,2.35436403,-0.00384069,2.07481054,-0.02848850,2.43140331,-0.00383739,1.86137660,-0.04480262,1.78368395,-0.04761389,1.30859573,-0.01945721,1.23403934,-0.11954988,0.60968571,-0.40174197
2.65866010,-0.02918077,2.63241345,-0.03841236,2.29446665,-0.02918398,2.02202528,-0.05320473,2.36954597,-0.02918077,1.90873189,-0.02050144,1.73830524,-0.07184355,1.27399514,-0.04538375,1.20264414,-0.14194941,0.59356501,-0.41756052
2.66010482,-0.02865322,2.63384391,-0.03788983,2.29571347,-0.02865644,2.02312405,-0.05269024,2.37083359,-0.02865322,1.90769468,-0.02103370,1.73924984,-0.07133919,1.27468744,-0.04486501,1.20329766,-0.14148315,0.59388756,-0.41724402
2.67938594,-0.02161265,2.65293468,-0.03091621,2.31235338,-0.02161589,2.03778817,-0.04582389,2.38801800,-0.02161265,1.89386722,-0.02812950,1.75185636,-0.06460802,1.28392670,-0.03794195,1.21201947,-0.13526040,0.59819221,-0.41302005
2.68565606,-0.01932310,2.65914290,-0.02864843,2.31776460,-0.01932634,2.04255687,-0.04359099,2.39360628,-0.01932310,1.89640525,-0.02682706,1.75595594,-0.06241907,1.27963821,-0.04115535,1.21485576,-0.13323679,0.59959205,-0.41164644
2.69869863,-0.01456056,2.64356995,-0.03433703,2.30419088,-0.02506954,2.03059487,-0.04919209,2.40523054,-0.01456056,1.88529918,-0.03252633,1.76448353,-0.05786582,1.27342380,-0.04581186,1.22075556,-0.12902746,0.59608061,-0.41509206
2.70256038,-0.01315042,2.63978708,-0.03571886,2.30089366,-0.02646464,2.02768916,-0.05055266,2.40867235,-0.01315042,1.88260138,-0.03391076,1.76700845,-0.05651766,1.27160157,-0.04717728,1.22250242,-0.12778113,0.59633751,-0.41483999
2.69517846,-0.01584596,2.64699754,-0.03308497,2.30717845,-0.02380547,2.03322770,-0.04795929,2.40209317,-0.01584596,1.88774362,-0.03127193,1.77006795,-0.05488406,1.27507489,-0.04457468,1.21916321,-0.13016355,0.59737004,-0.41382681
2.68664871,-0.01896063,2.65537481,-0.03002486,2.29756947,-0.02787114,2.03966250,-0.04494626,2.40729326,-0.01371544,1.89371799,-0.02820608,1.77566989,-0.05189294,1.27911027,-0.04155094,1.21530478,-0.13291643,0.59488210,-0.41626811
2.70379511,-0.01269956,2.63842800,-0.03621532,2.28060863,-0.03504747,2.02664521,-0.05104148,2.39192973,-0.02000999,1.88163213,-0.03440814,1.76433742,-0.05794384,1.27094689,-0.04766783,1.22306095,-0.12738263,0.59867868,-0.41254269
2.69629112,-0.01543966,2.64575057,-0.03354048,2.28693813,-0.03236939,2.03226987,-0.04840779,2.39856818,-0.01729017,1.88685432,-0.03172829,1.76923408,-0.05532930,1.27447422,-0.04502478,1.21966653,-0.12980445,0.59974155,-0.41149975
2.70138115,-0.01358102,2.65339094,-0.03074955,2.29354232,-0.02957507,2.03813863,-0.04565979,2.40549474,-0.01445231,1.89230316,-0.02893212,1.77434326,-0.05260129,1.27815463,-0.04226701,1.21614439,-0.13231739,0.59740988,-0.41378771
2.74131900,0.00000000,2.69261929,-0.01641992,2.32745059,-0.01522809,2.06827095,-0.03155060,2.44105814,0.00000000,1.92027941,-0.01457563,1.80057556,-0.03859472,1.29705117,-0.02810766,1.19816463,-0.14514542,0.60564472,-0.40570723
2.76874718,0.00000000,2.71956020,-0.00657874,2.35073782,-0.00537498,2.08896497,-0.02186082,2.46548206,0.00000000,1.93949270,-0.00471600,1.81859116,-0.02897542,1.31002877,-0.01838342,1.20895466,-0.13744705,0.61170448,-0.39976105
2.76656393,-0.00078853,2.71741574,-0.00736209,2.34888418,-0.00615928,2.08731775,-0.02263211,2.46353795,-0.00078853,1.93796335,-0.00550081,1.81715714,-0.02974110,1.30975174,-0.01859100,1.20800136,-0.13812720,0.61157512,-0.39988798
2.80082655,0.00000000,2.75106968,0.00000000,2.37797403,0.00000000,2.11316822,-0.01052786,2.49404773,0.00000000,1.96196414,0.00000000,1.83966180,-0.01772489,1.32466266,-0.00741811,1.22296190,-0.12745330,0.61853762,-0.39305598
2.81225398,0.00000000,2.76229410,0.00000000,2.38767622,0.00000000,2.12178999,-0.00649079,2.50422350,0.00000000,1.96996899,0.00000000,1.84716766,-0.01371719,1.33006731,-0.00336836,1.22795161,-0.12389330,0.61539544,-0.39613927
2.81697897,0.00000000,2.75489076,-0.00268014,2.39168786,0.00000000,2.11610329,-0.00915354,2.49751182,-0.00268014,1.96468919,-0.00268014,1.84221698,-0.01636057,1.32650254,-0.00603948,1.22466052,-0.12624139,0.61313069,-0.39836156
2.78491912,-0.01138093,2.78073420,0.00000000,2.41651581,0.00000000,2.13595431,0.00000000,2.47158531,-0.01303326,1.98311981,0.00000000,1.82309305,-0.02657166,1.31273220,-0.01635772,1.21194740,-0.13531182,0.61888243,-0.39271763
2.76264346,-0.01928857,2.76127276,-0.00699867,2.39960341,-0.00699867,2.12100547,-0.00699867,2.45181591,-0.02092768,1.96924060,-0.00699867,1.80851072,-0.03435780,1.30223209,-0.02422555,1.22042942,-0.12926015,0.61455108,-0.39696780
2.75760566,-0.02107695,2.75623745,-0.00880946,2.39522762,-0.00880946,2.11713772,-0.00880946,2.44734491,-0.02271306,1.97086236,-0.00618089,1.80521282,-0.03611869,1.29985741,-0.02600492,1.22265493,-0.12767231,0.61505719,-0.39647118
2.74605773,-0.02517635,2.74469525,-0.01296023,2.40286280,-0.00564987,2.10827185,-0.01296023,2.43709625,-0.02680561,1.97911567,-0.00201911,1.79765319,-0.04015510,1.29441404,-0.03008368,1.21631221,-0.13219766,0.61763284,-0.39394380
2.78953017,-0.00974406,2.78814612,0.00000000,2.43849931,0.00000000,2.14164760,0.00000000,2.47567757,-0.01139911,1.94778458,-0.01781800,1.76739715,-0.05631011,1.31490572,-0.01472908,1.23556747,-0.11845961,0.60785519,-0.40353819
2.77551132,-0.01472061,2.77413422,-0.00502553,2.42624457,-0.00502553,2.13088469,-0.00502553,2.46323599,-0.01636735,1.95757322,-0.01288202,1.77627925,-0.05156758,1.32019891,-0.01076284,1.24054128,-0.11491094,0.60419254,-0.40713219
2.82486023,0.00000000,2.72203566,-0.02371126,2.46938349,0.00000000,2.09086643,-0.02371126,2.41697613,-0.03484009,1.92276734,-0.03043309,1.74469680,-0.06843082,1.29672562,-0.02835160,1.21848431,-0.13064793,0.61493515,-0.39659093
2.83387431,0.00000000,2.71334969,-0.02682658,2.47726325,0.00000000,2.08419451,-0.02682658,2.40926360,-0.03791990,1.92698008,-0.02830879,1.73912950,-0.07140344,1.29258779,-0.03145211,1.22115399,-0.12874320,0.61689740,-0.39466546
2.83572704,0.00000000,2.71157575,-0.02746282,2.47888283,0.00000000,2.08347292,-0.02716351,2.40768847,-0.03854889,1.92379328,-0.02991575,1.73799249,-0.07201054,1.29214027,-0.03178744,1.22195235,-0.12817358,0.61587719,-0.39566655
2.82882876,-0.00243263,2.71817203,-0.02509700,2.48243416,0.00000000,2.08645778,-0.02576980,2.41354550,-0.03621003,1.92847317,-0.02755589,1.74222039,-0.06975308,1.29399144,-0.03040035,1.21897979,-0.13029442,0.61737539,-0.39419643
2.83423748,-0.00052529,2.71297488,-0.02696101,2.48469814,0.00000000,2.08836063,-0.02488130,2.40893080,-0.03805279,1.92478593,-0.02941521,1.73888927,-0.07153171,1.29151732,-0.03225422,1.22131048,-0.12863154,0.61793844,-0.39364394
2.78226738,-0.01885219,2.66051535,-0.04577621,2.43913739,-0.01833653,2.05006733,-0.04276160,2.45310224,-0.02041402,1.96007983,-0.01161805,1.77077447,-0.05450682,1.26654385,-0.05096707,1.19891588,-0.14460942,0.60660759,-0.40476240
2.85874152,0.00000000,2.73364298,-0.01954817,2.50618017,0.00000000,2.10641602,-0.01645069,2.51807576,0.00000000,1.90620456,-0.03878497,1.72210250,-0.08049489,1.23046475,-0.07800147,1.23186960,-0.12109793,0.62328096,-0.38840155
2.88336269,0.00000000,2.75718673,-0.01110394,2.52776487,0.00000000,2.12455772,-0.00797978,2.53976291,0.00000000,1.92071571,-0.03146764,1.70727073,-0.08841422,1.23983178,-0.07098268,1.24247919,-0.11352830,0.62864903,-0.38313410
2.87321708,-0.00351867,2.74748509,-0.01458354,2.51887049,-0.00351867,2.12990879,-0.00548120,2.53082632,-0.00351867,1.92555337,-0.02902822,1.71327806,-0.08520664,1.23546921,-0.07425158,1.24560858,-0.11129557,0.62643702,-0.38530465
