CNN-Transformer_equity,CNN-Transformer_drawdown,XGBoost_equity,XGBoost_drawdown,Transformer_equity,Transformer_drawdown,PatchTST_equity,PatchTST_drawdown,LSTM-Transformer_equity,LSTM-Transformer_drawdown,LSTM_equity,LSTM_drawdown,TimeMixer_equity,TimeMixer_drawdown,ModernTCN_equity,ModernTCN_drawdown,TCN_equity,TCN_drawdown,DLinear_equity,DLinear_drawdown
1.30037098,-0.01173018,1.40577950,-0.05772043,1.26510468,-0.01113147,1.21378245,-0.04320361,1.17688975,-0.07155440,1.27364431,-0.00863473,1.22559498,-0.03295623,0.86277551,-0.16658473,1.08735555,-0.06539988,0.76086792,-0.25339346
1.29957772,-0.01233305,1.40492194,-0.05829524,1.26433293,-0.01173471,1.21304201,-0.04378728,1.17617182,-0.07212078,1.27286735,-0.00923949,1.22484733,-0.03354615,0.86224919,-0.16709314,1.08669223,-0.06597001,0.76040377,-0.25384891
1.30543498,-0.00788159,1.39718497,-0.06348126,1.25737019,-0.01717713,1.20636174,-0.04905319,1.16969458,-0.07723065,1.26585761,-0.01469566,1.21810204,-0.03886845,0.86613539,-0.16333919,1.08070777,-0.07111375,0.76383095,-0.25048597
1.30660833,-0.00698986,1.39592916,-0.06432302,1.25624004,-0.01806051,1.20623967,-0.04914941,1.16957623,-0.07732402,1.26471984,-0.01558126,1.21700719,-0.03973234,0.86449076,-0.16492785,1.07973641,-0.07194865,0.76238057,-0.25190916
1.30667927,-0.00693595,1.39585337,-0.06437382,1.25617184,-0.01811382,1.20496794,-0.05015188,1.16963973,-0.07727393,1.26465117,-0.01563471,1.21694111,-0.03978447,0.86444382,-0.16497319,1.07967779,-0.07199904,0.76233918,-0.25194978
1.29892691,-0.01282766,1.40413478,-0.05882287,1.26362454,-0.01228842,1.21211686,-0.04451656,1.16270041,-0.08274834,1.27215418,-0.00979460,1.22416106,-0.03408764,0.85845075,-0.17076232,1.07219252,-0.07843275,0.75705398,-0.25713591
1.29764224,-0.01380401,1.40552351,-0.05789202,1.26487430,-0.01131154,1.21331568,-0.04357156,1.16155047,-0.08365552,1.27341238,-0.00881526,1.22537180,-0.03313233,0.85760172,-0.17158246,1.07113209,-0.07934420,0.75704568,-0.25714406
1.30081144,-0.01139544,1.40209083,-0.06019291,1.26178512,-0.01372620,1.21035242,-0.04590743,1.16438730,-0.08141755,1.27030235,-0.01123601,1.22237909,-0.03549369,0.85969622,-0.16955923,1.06744496,-0.08251336,0.75519676,-0.25895832
1.28636562,-0.02237413,1.38792236,-0.06968989,1.24903448,-0.02369273,1.19812151,-0.05554876,1.17615372,-0.07213506,1.25746563,-0.02122771,1.21002666,-0.04524026,0.86838366,-0.16116743,1.05665817,-0.09178479,0.74756531,-0.26644673
1.28773759,-0.02133144,1.38940265,-0.06869767,1.25036664,-0.02265145,1.19939937,-0.05454146,1.17489929,-0.07312467,1.25880679,-0.02018380,1.21131721,-0.04422196,0.86745748,-0.16206209,1.05778515,-0.09081613,0.74602043,-0.26796266
1.29239110,-0.01779482,1.39442354,-0.06533221,1.25488510,-0.01911960,1.20373365,-0.05112485,1.17065355,-0.07647413,1.26335574,-0.01664303,1.21569455,-0.04076806,0.86432275,-0.16509015,1.06160767,-0.08753060,0.74797031,-0.26604933
1.29470217,-0.01603843,1.39691707,-0.06366083,1.25712910,-0.01736558,1.20588618,-0.04942806,1.17157627,-0.07574619,1.26561489,-0.01488458,1.21786848,-0.03905274,0.86500402,-0.16443206,1.05864768,-0.09007477,0.74588481,-0.26809574
1.29427631,-0.01636208,1.39645759,-0.06396881,1.25671560,-0.01768879,1.20548954,-0.04974072,1.17119091,-0.07605020,1.26519860,-0.01520861,1.21746789,-0.03936882,0.86442354,-0.16499279,1.05724082,-0.09128399,0.74489358,-0.26906838
1.28831271,-0.02089436,1.39002317,-0.06828174,1.25092507,-0.02221496,1.19993504,-0.05411920,1.16579445,-0.08030746,1.25936898,-0.01974620,1.21185820,-0.04379510,0.85957613,-0.16967523,1.06105499,-0.08800564,0.74146136,-0.27243628
1.28243048,-0.02536480,1.39497977,-0.06495938,1.24521354,-0.02667937,1.20421382,-0.05074634,1.16047162,-0.08450663,1.26385969,-0.01625078,1.21617949,-0.04038542,0.85565145,-0.17346636,1.06377749,-0.08566561,0.73807596,-0.27575822
1.29425800,-0.01637600,1.38211424,-0.07358301,1.25669782,-0.01770269,1.21411575,-0.04294088,1.17117434,-0.07606327,1.25220345,-0.02532364,1.20496299,-0.04923570,0.84690435,-0.18191580,1.07252466,-0.07814727,0.73053080,-0.28316195
1.28407433,-0.02411549,1.39298919,-0.06629364,1.24680969,-0.02543174,1.20456267,-0.05047135,1.16195914,-0.08333312,1.26205622,-0.01765455,1.21444405,-0.04175475,0.83939371,-0.18917085,1.06408566,-0.08540073,0.73627887,-0.27752162
1.27727276,-0.02928462,1.40036767,-0.06134793,1.24020550,-0.03059390,1.20973851,-0.04639136,1.15580440,-0.08818858,1.26874116,-0.01245120,1.22087680,-0.03667906,0.83494755,-0.19346570,1.05844934,-0.09024524,0.73164263,-0.28207097
1.27512006,-0.03092065,1.40272783,-0.05976593,1.23811527,-0.03222773,1.20648989,-0.04895217,1.15385642,-0.08972534,1.27087948,-0.01078679,1.22293445,-0.03505549,0.83354034,-0.19482503,1.05666544,-0.09177853,0.73040952,-0.28328096
1.27829090,-0.02851084,1.40481327,-0.05836809,1.24119410,-0.02982117,1.20949007,-0.04658720,1.15672571,-0.08746176,1.27276889,-0.00931613,1.21989338,-0.03745501,0.83063403,-0.19763243,1.05929305,-0.08952006,0.73222583,-0.28149869
1.27899378,-0.02797666,1.40558572,-0.05785032,1.24187658,-0.02928770,1.21015512,-0.04606295,1.15736175,-0.08695999,1.27079628,-0.01085155,1.21922261,-0.03798428,0.83026014,-0.19799361,1.05765130,-0.09093117,0.73262846,-0.28110362
1.29553707,-0.01540392,1.42376642,-0.04566398,1.25793977,-0.01673192,1.19329208,-0.05935569,1.17233177,-0.07515018,1.28596273,0.00000000,1.23377355,-0.02650300,0.84099922,-0.18761997,1.07027395,-0.08008179,0.74210472,-0.27180498
1.30692105,-0.00675220,1.43627716,-0.03727816,1.26899338,-0.00809187,1.20258434,-0.05203082,1.18263314,-0.06702345,1.29726258,0.00000000,1.24461481,-0.01794881,0.84838915,-0.18048153,1.05979910,-0.08908510,0.74862565,-0.26540627
1.30823186,-0.00575600,1.43771771,-0.03631258,1.27026614,-0.00709701,1.20379050,-0.05108004,1.18381929,-0.06608770,1.29466420,-0.00200297,1.24586313,-0.01696384,0.84668985,-0.18212300,1.05980225,-0.08908240,0.74937650,-0.26466949
1.31465323,-0.00087581,1.44477465,-0.03158238,1.27650116,-0.00222341,1.20969922,-0.04642232,1.18962999,-0.06150365,1.28830943,-0.00690158,1.25197836,-0.01213867,0.84999908,-0.17892638,1.06500422,-0.08461122,0.74494886,-0.26901415
1.31209819,-0.00281762,1.44196672,-0.03346451,1.27402027,-0.00416260,1.20734816,-0.04827561,1.18731793,-0.06332763,1.29081327,-0.00497148,1.24954513,-0.01405859,0.84834710,-0.18052214,1.06293437,-0.08639028,0.74275609,-0.27116581
1.31150466,-0.00326869,1.44131445,-0.03390172,1.27344397,-0.00461307,1.20680202,-0.04870612,1.18678085,-0.06375133,1.29139716,-0.00452138,1.24897990,-0.01450458,0.84796335,-0.18089283,1.06245356,-0.08680355,0.74242011,-0.27149550
1.33477929,0.00000000,1.46689275,-0.01675685,1.29604315,0.00000000,1.22821854,-0.03182398,1.20784207,-0.04713619,1.26847938,-0.02218765,1.27114493,0.00000000,0.86301174,-0.16635654,1.08130839,-0.07059750,0.72850232,-0.28515241
1.33514151,0.00000000,1.46729082,-0.01649003,1.29639486,0.00000000,1.22855184,-0.03156124,1.20816984,-0.04687761,1.26813515,-0.02245300,1.27148989,0.00000000,0.86324593,-0.16613032,1.08160183,-0.07034529,0.72797152,-0.28567327
1.32794972,-0.00538654,1.45938720,-0.02178774,1.28941178,-0.00538654,1.22193421,-0.03677777,1.20166199,-0.05201164,1.27496600,-0.01718741,1.26464096,-0.00538654,0.85859603,-0.17062198,1.07577574,-0.07535291,0.72405027,-0.28952102
1.32710328,-0.00602051,1.45845698,-0.02241126,1.28858990,-0.00602051,1.22115534,-0.03739174,1.20089604,-0.05261589,1.27577867,-0.01656096,1.26383487,-0.00602051,0.85804875,-0.17115064,1.07509004,-0.07594229,0.72378774,-0.28977863
1.32937993,-0.00431533,1.46095897,-0.02073420,1.29080049,-0.00431533,1.22325024,-0.03574038,1.20295619,-0.05099065,1.27359007,-0.01824805,1.26600299,-0.00431533,0.85952074,-0.16972874,1.07693436,-0.07435706,0.72254607,-0.29099702
1.34048312,0.00000000,1.44729586,-0.02989244,1.30158146,0.00000000,1.21181021,-0.04475828,1.21300346,-0.04306437,1.26295285,-0.02644780,1.25416313,-0.01362713,0.86669959,-0.16279418,1.06686270,-0.08301382,0.72785835,-0.28578432
1.34776463,0.00000000,1.43943413,-0.03516208,1.29320967,-0.00643201,1.20522765,-0.04994717,1.21959251,-0.03786629,1.25609247,-0.03173614,1.24735050,-0.01898512,0.87140751,-0.15824647,1.07159105,-0.07894973,0.73181208,-0.28190469
1.34396398,-0.00281997,1.44349329,-0.03244126,1.29685648,-0.00363018,1.20862635,-0.04726805,1.21615330,-0.04057948,1.25963461,-0.02900567,1.25086799,-0.01621869,0.87299345,-0.15671451,1.06856920,-0.08154706,0.73314395,-0.28059778
1.33139074,-0.01214893,1.45699766,-0.02338942,1.30898902,0.00000000,1.19611061,-0.05713391,1.20477577,-0.04955518,1.27141893,-0.01992169,1.26257029,-0.00701508,0.88116060,-0.14882529,1.07749746,-0.07387307,0.72555200,-0.28804744
1.33026848,-0.01298161,1.45822580,-0.02256621,1.30657665,-0.00184292,1.19510238,-0.05792868,1.20376024,-0.05035634,1.27249063,-0.01909555,1.26363454,-0.00617807,0.87953669,-0.15039394,1.07840570,-0.07309242,0.72543803,-0.28815927
1.33083434,-0.01256176,1.46030431,-0.02117301,1.30713243,-0.00141834,1.19561074,-0.05752795,1.20427228,-0.04995239,1.27430440,-0.01769740,1.26543568,-0.00476150,0.87991081,-0.15003254,1.07994283,-0.07177123,0.72647205,-0.28714463
1.33196620,-0.01172195,1.46154629,-0.02034053,1.30824413,-0.00056905,1.19662760,-0.05672638,1.20529650,-0.04914438,1.27538819,-0.01686196,1.26651193,-0.00391506,0.88065917,-0.14930965,1.08086131,-0.07098178,0.72708991,-0.28653836
1.33609889,-0.00865562,1.46608103,-0.01730094,1.31230322,0.00000000,1.20034037,-0.05379969,1.20903618,-0.04619416,1.27934534,-0.01381158,1.27044153,-0.00082451,0.88339159,-0.14667021,1.08421490,-0.06809931,0.72410687,-0.28946548
1.33487822,-0.00956133,1.46474160,-0.01819874,1.31110429,-0.00091361,1.19924373,-0.05466415,1.20793159,-0.04706557,1.27817651,-0.01471257,1.26928085,-0.00173736,0.88258452,-0.14744982,1.08322435,-0.06895071,0.72272121,-0.29082516
1.33910039,-0.00642861,1.46937452,-0.01509334,1.31525126,0.00000000,1.20303689,-0.05167408,1.21175223,-0.04405147,1.28221934,-0.01159615,1.27329553,0.00000000,0.88537610,-0.14475324,1.08665055,-0.06600583,0.72500715,-0.28858207
1.34006266,-0.00571463,1.47043042,-0.01438559,1.31619640,0.00000000,1.20390140,-0.05099262,1.21262299,-0.04336453,1.28314074,-0.01088588,1.27421052,0.00000000,0.88385449,-0.14622307,1.08743142,-0.06533467,0.72376116,-0.28980471
1.33819268,-0.00710209,1.46837851,-0.01576095,1.31435972,-0.00139544,1.20222142,-0.05231690,1.21093085,-0.04469945,1.28135019,-0.01226613,1.27243244,-0.00139544,0.88173727,-0.14826824,1.08591397,-0.06663894,0.72477112,-0.28881368
1.33296909,-0.01097784,1.46264675,-0.01960290,1.30922916,-0.00529346,1.20571203,-0.04956534,1.21444675,-0.04192577,1.28507055,-0.00939828,1.27612690,0.00000000,0.87829544,-0.15159295,1.08906688,-0.06392895,0.72266677,-0.29087858
1.33353084,-0.01056104,1.46326314,-0.01918974,1.30978090,-0.00487427,1.20520392,-0.04996587,1.21393495,-0.04232952,1.28452899,-0.00981574,1.27558911,-0.00042142,0.87704701,-0.15279889,1.08860793,-0.06432343,0.72163956,-0.29188654
1.33031167,-0.01294957,1.45973079,-0.02155743,1.30661907,-0.00727652,1.20811330,-0.04767247,1.20979056,-0.04559903,1.28014359,-0.01319625,1.27866841,0.00000000,0.87916422,-0.15075373,1.09123585,-0.06206469,0.72338161,-0.29017714
1.33957270,-0.00607816,1.46989279,-0.01474595,1.31571516,-0.00036563,1.21531553,-0.04199512,1.21821258,-0.03895492,1.26995166,-0.02105273,1.28629126,0.00000000,0.87304387,-0.15666580,1.09774131,-0.05647314,0.71834575,-0.29511861
1.34294355,-0.00357710,1.47359157,-0.01226670,1.31902598,0.00000000,1.21837371,-0.03958443,1.22127804,-0.03653658,1.26675600,-0.02351612,1.28952803,0.00000000,0.87436772,-0.15538700,1.10050362,-0.05409889,0.71943502,-0.29404976
1.33287868,-0.01104492,1.46254754,-0.01966940,1.30914036,-0.00749463,1.20924244,-0.04678240,1.21212501,-0.04375739,1.27624987,-0.01619773,1.27986349,-0.00749463,0.86781465,-0.16171707,1.10765099,-0.04795561,0.71404312,-0.29934060
1.35503603,0.00000000,1.48686046,-0.00337270,1.33090309,0.00000000,1.22934450,-0.03093641,1.23227498,-0.02786112,1.25503391,-0.03255214,1.30113953,0.00000000,0.88224093,-0.14778172,1.08923775,-0.06378209,0.70145905,-0.31168879
1.34687147,-0.00602534,1.47790162,-0.00937772,1.32288395,-0.00602534,1.22193728,-0.03677535,1.22485011,-0.03371858,1.24621686,-0.03934879,1.29329972,-0.00602534,0.87692512,-0.15291663,1.09580078,-0.05814106,0.69653107,-0.31652441
1.34080107,-0.01050523,1.47124065,-0.01384249,1.31692165,-0.01050523,1.21642996,-0.04111664,1.21932966,-0.03807365,1.25058740,-0.03597975,1.28747077,-0.01050523,0.87297279,-0.15673447,1.10073960,-0.05389606,0.69897383,-0.31412744
1.34810211,-0.00511714,1.47925198,-0.00847258,1.32409267,-0.00511714,1.22305377,-0.03589525,1.22596926,-0.03283569,1.24377759,-0.04122912,1.29448141,-0.00511714,0.86734623,-0.16216955,1.10563270,-0.04969036,0.69516772,-0.31786221
1.33960234,-0.01138987,1.46992531,-0.01472415,1.31574428,-0.01138987,1.21534243,-0.04197392,1.21823953,-0.03893365,1.23469181,-0.04823293,1.28631972,-0.01138987,0.87281484,-0.15688704,1.09866170,-0.05568205,0.69008952,-0.32284522
1.33824843,-0.01238904,1.46843969,-0.01571995,1.31441448,-0.01238904,1.21411410,-0.04294218,1.21825254,-0.03892339,1.23344393,-0.04919486,1.28501966,-0.01238904,0.87280551,-0.15689605,1.09755130,-0.05663646,0.68939206,-0.32352960
1.35208533,-0.00217758,1.48362270,-0.00554293,1.32800494,-0.00217758,1.22666750,-0.03304663,1.20565636,-0.04886049,1.24619719,-0.03936396,1.29830619,-0.00217758,0.88182993,-0.14817873,1.10889950,-0.04688250,0.69652007,-0.31653520
1.35028140,-0.00350885,1.48164328,-0.00686972,1.32623315,-0.00350885,1.22503091,-0.03433672,1.20726492,-0.04759150,1.24453454,-0.04064562,1.29657402,-0.00350885,0.88065342,-0.14931521,1.10742003,-0.04815413,0.69675283,-0.31630680
1.34714139,-0.00582614,1.47819779,-0.00917919,1.32314906,-0.00582614,1.22218216,-0.03658232,1.20325022,-0.05075869,1.24164044,-0.04287655,1.29355890,-0.00582614,0.87860550,-0.15129344,1.10484477,-0.05036760,0.69443582,-0.31858039
1.34190349,-0.00969165,1.47245033,-0.01303166,1.31800444,-0.00969165,1.21743012,-0.04032824,1.19857179,-0.05444949,1.23681275,-0.04659800,1.28852934,-0.00969165,0.87518934,-0.15459334,1.10803574,-0.04762491,0.69173574,-0.32122986
1.34473506,-0.00760199,1.47555736,-0.01094905,1.32078558,-0.00760199,1.21999904,-0.03830322,1.20110091,-0.05245427,1.23942256,-0.04458621,1.29124828,-0.00760199,0.87703609,-0.15280944,1.10569766,-0.04963452,0.69319538,-0.31979758
1.36486848,0.00000000,1.49764946,0.00000000,1.34056043,0.00000000,1.23826491,-0.02390466,1.21908384,-0.03826758,1.25797924,-0.03028172,1.31058090,0.00000000,0.86302804,-0.16634080,1.12114651,-0.03635598,0.70357393,-0.30961356
1.36686162,0.00000000,1.49983651,0.00000000,1.34251808,0.00000000,1.24007317,-0.02247925,1.22086409,-0.03686315,1.25981629,-0.02886562,1.31249476,0.00000000,0.86342531,-0.16595705,1.12278374,-0.03494876,0.70460137,-0.30860538
1.37587674,0.00000000,1.50972866,0.00000000,1.35137264,0.00000000,1.24825206,-0.01603203,1.22891628,-0.03051079,1.26812540,-0.02246052,1.32115131,0.00000000,0.86912002,-0.16045613,1.13018905,-0.02858377,0.70924856,-0.30404529
1.37599422,0.00000000,1.50985757,0.00000000,1.35148803,0.00000000,1.24835864,-0.01594801,1.22902122,-0.03042801,1.26823367,-0.02237705,1.32126412,0.00000000,0.86919423,-0.16038444,1.13028555,-0.02850083,0.70930912,-0.30398587
1.36736185,-0.00627355,1.50038540,-0.00627355,1.34300939,-0.00627355,1.24052700,-0.02212151,1.22131089,-0.03651067,1.26027734,-0.02851022,1.31297510,-0.00627355,0.86374129,-0.16565181,1.12319465,-0.03459558,0.70485923,-0.30835235
1.36829671,-0.00559415,1.50141121,-0.00559415,1.34392760,-0.00559415,1.24137514,-0.02145294,1.22214589,-0.03585194,1.26113899,-0.02784602,1.31387277,-0.00559415,0.86433183,-0.16508137,1.12396257,-0.03393553,0.70367246,-0.30951687
1.36605817,-0.00722100,1.49895489,-0.00722100,1.34478235,-0.00496170,1.23934424,-0.02305385,1.22292318,-0.03523873,1.26194108,-0.02722772,1.31470840,-0.00496170,0.86291778,-0.16644731,1.12467742,-0.03332111,0.70322492,-0.30995602
1.37407313,-0.00139615,1.50774958,-0.00139615,1.35132770,-0.00011863,1.24661574,-0.01732189,1.21574802,-0.04089920,1.26808322,-0.02249303,1.30699472,-0.01079981,0.86798070,-0.16155667,1.13015147,-0.02861608,0.70735090,-0.30590738
1.37117074,-0.00350546,1.50456483,-0.00350546,1.34847335,-0.00223064,1.24398257,-0.01939756,1.21196430,-0.04388417,1.26540470,-0.02455777,1.30975543,-0.00871036,0.86614730,-0.16332768,1.12776429,-0.03066789,0.70585679,-0.30737349
1.36856718,-0.00539759,1.50170798,-0.00539759,1.34591289,-0.00412519,1.24162052,-0.02125951,1.20966304,-0.04569962,1.26654203,-0.02368106,1.31224237,-0.00682812,0.86692578,-0.16257569,1.12877791,-0.02979667,0.70649120,-0.30675096
1.37198163,-0.00291614,1.50545461,-0.00291614,1.34927082,-0.00164057,1.23728117,-0.02468012,1.21268104,-0.04331873,1.26338212,-0.02611689,1.30896845,-0.00930599,0.86822176,-0.16132382,1.13046533,-0.02834630,0.70472857,-0.30848056
1.36760333,-0.00609806,1.50065037,-0.00609806,1.34496500,-0.00482655,1.24122960,-0.02156766,1.20881111,-0.04637171,1.26741385,-0.02300901,1.31314565,-0.00614447,0.86545107,-0.16400022,1.13294243,-0.02621720,0.70697752,-0.30627377
1.36346320,-0.00910689,1.50369263,-0.00408313,1.34769163,-0.00280905,1.24498716,-0.01860567,1.20515169,-0.04925862,1.27125068,-0.02005138,1.31712093,-0.00313578,0.86283110,-0.16653103,1.13637217,-0.02326927,0.70413031,-0.30906761
1.36599817,-0.00726461,1.50089695,-0.00593475,1.34884959,-0.00195225,1.24267247,-0.02043029,1.20739232,-0.04749099,1.26888716,-0.02187331,1.31467212,-0.00498916,0.86443529,-0.16498144,1.13425942,-0.02508522,0.70211705,-0.31104313
1.36045649,-0.01129201,1.49630889,-0.00897348,1.34337747,-0.00600120,1.23887378,-0.02342471,1.21108317,-0.04457929,1.26500833,-0.02486332,1.31065333,-0.00803078,0.86092838,-0.16836900,1.13079213,-0.02806541,0.69997077,-0.31314918
1.35959886,-0.01191528,1.49536563,-0.00959822,1.34253062,-0.00662781,1.23809280,-0.02404033,1.20910863,-0.04613700,1.26421088,-0.02547804,1.30982711,-0.00865611,0.86038566,-0.16889325,1.13007929,-0.02867811,0.69952951,-0.31358217
1.38318216,0.00000000,1.52130391,0.00000000,1.36581785,0.00000000,1.25956848,-0.00711155,1.23008155,-0.02959151,1.28613960,-0.00857420,1.33254707,0.00000000,0.87530972,-0.15447706,1.14968139,-0.01182978,0.68669610,-0.32617503
1.37508469,-0.00585423,1.51239784,-0.00585423,1.35782204,-0.00585423,1.25219467,-0.01292416,1.22288037,-0.03527251,1.27861024,-0.01437824,1.32474603,-0.00585423,0.87018545,-0.15942695,1.14295089,-0.01761476,0.68198933,-0.33079359
1.38116738,-0.00145662,1.51908794,-0.00145662,1.36382837,-0.00145662,1.25773376,-0.00855782,1.22828979,-0.03100503,1.28426617,-0.01001833,1.33060605,-0.00145662,0.87403472,-0.15570867,1.14800673,-0.01326918,0.67829055,-0.33442303
1.38681004,0.00000000,1.52529407,0.00000000,1.36940019,0.00000000,1.26287214,-0.00450735,1.23330788,-0.02704627,1.28951295,-0.00597383,1.33604215,0.00000000,0.86958988,-0.16000226,1.15269683,-0.00923796,0.68038337,-0.33236944
1.38503570,-0.00127944,1.52334254,-0.00127944,1.36764812,-0.00127944,1.26125637,-0.00578103,1.23172993,-0.02829111,1.28786309,-0.00724564,1.33433276,-0.00127944,0.87070247,-0.15892753,1.15122202,-0.01050558,0.67951286,-0.33322364
1.39238041,0.00000000,1.53142067,0.00000000,1.37490062,0.00000000,1.26794469,-0.00050879,1.23826167,-0.02313823,1.29469250,-0.00198116,1.34140859,0.00000000,0.86608522,-0.16338765,1.15732684,-0.00525839,0.67522996,-0.33742626
1.42051493,0.00000000,1.56236465,0.00000000,1.40268195,0.00000000,1.29356485,0.00000000,1.26328206,-0.00339970,1.32085314,0.00000000,1.36851318,0.00000000,0.84858505,-0.18029229,1.13278449,-0.02635294,0.66158622,-0.35081427
1.41827449,-0.00157720,1.55990049,-0.00157720,1.40046964,-0.00157720,1.29152464,-0.00157720,1.26128961,-0.00497154,1.31876989,-0.00157720,1.36635475,-0.00157720,0.84639807,-0.18240484,1.12986508,-0.02886223,0.65988118,-0.35248735
1.42828701,0.00000000,1.54732824,-0.00962414,1.41035646,0.00000000,1.30064235,0.00000000,1.27019387,0.00000000,1.30814106,-0.00962414,1.35534241,-0.00962414,0.85237335,-0.17663291,1.12075876,-0.03668926,0.66453971,-0.34791614
1.43121787,0.00000000,1.54415310,-0.01165640,1.41325053,0.00000000,1.30331128,0.00000000,1.27280033,0.00000000,1.30545674,-0.01165640,1.35256123,-0.01165640,0.85412243,-0.17494335,1.11845895,-0.03866598,0.66590335,-0.34657806
1.44586594,0.00000000,1.52834918,-0.02177179,1.39737311,-0.01123468,1.31665026,0.00000000,1.28582704,0.00000000,1.29209580,-0.02177179,1.33871820,-0.02177179,0.86286410,-0.16649916,1.10701188,-0.04850493,0.67271866,-0.33989049
1.45077072,0.00000000,1.52316459,-0.02509021,1.40071602,-0.00886928,1.32111671,0.00000000,1.29018892,0.00000000,1.28771265,-0.02509021,1.33417689,-0.02509021,0.86579118,-0.16367169,1.10966016,-0.04622869,0.67500071,-0.33765121
1.44867344,-0.00144563,1.52536652,-0.02368086,1.39869110,-0.01030209,1.31920687,-0.00144563,1.28832379,-0.00144563,1.28957421,-0.02368086,1.33610561,-0.02368086,0.86453957,-0.16488071,1.11015466,-0.04580366,0.67402491,-0.33860872
1.44710176,-0.00252897,1.52702141,-0.02262164,1.39717365,-0.01137582,1.31777565,-0.00252897,1.28692607,-0.00252897,1.29097328,-0.02262164,1.33755517,-0.02262164,0.86360162,-0.16578674,1.11135908,-0.04476844,0.67329365,-0.33932627
1.45276201,0.00000000,1.52104856,-0.02644459,1.39031152,-0.01623139,1.31130348,-0.00742799,1.29195980,0.00000000,1.28592372,-0.02644459,1.33232341,-0.02644459,0.85936009,-0.16988392,1.10701207,-0.04850477,0.66998681,-0.34257113
1.46849949,0.00000000,1.53904682,-0.01492470,1.40676279,-0.00459065,1.32681987,0.00000000,1.27667230,-0.01183280,1.30113980,-0.01492470,1.34808852,-0.01492470,0.86952873,-0.16006132,1.12011112,-0.03724592,0.67791463,-0.33479191
1.46521765,-0.00223483,1.53560732,-0.01712618,1.40361892,-0.00681521,1.32385466,-0.00223483,1.27254249,-0.01502935,1.29823198,-0.01712618,1.34507578,-0.01712618,0.86758548,-0.16193844,1.11760787,-0.03939751,0.67875174,-0.33397049
1.47094669,0.00000000,1.54161158,-0.01328312,1.40910711,-0.00293184,1.32903096,0.00000000,1.27751816,-0.01117809,1.30330810,-0.01328312,1.35033506,-0.01328312,0.87097776,-0.15866160,1.12197774,-0.03564153,0.68072692,-0.33203233
1.46294086,-0.00544264,1.53322115,-0.01865346,1.40143785,-0.00835852,1.32179753,-0.00544264,1.27056509,-0.01655989,1.29621466,-0.01865346,1.34298568,-0.01865346,0.86623735,-0.16324070,1.12696228,-0.03135723,0.68375115,-0.32906479
1.46027372,-0.00725585,1.53448320,-0.01784568,1.40259142,-0.00754227,1.31938772,-0.00725585,1.27161094,-0.01575039,1.29728162,-0.01784568,1.34409113,-0.01784568,0.86695038,-0.16255194,1.12603464,-0.03215456,0.68363021,-0.32918346
1.44823384,-0.01544097,1.54713493,-0.00974787,1.41415572,0.00000000,1.32894661,-0.00006346,1.28209531,-0.00763530,1.30797764,-0.00974787,1.35517309,-0.00974787,0.87409834,-0.15564722,1.11675054,-0.04013439,0.68926671,-0.32365261
1.44403338,-0.01829659,1.55162224,-0.00687574,1.41825733,0.00000000,1.33280109,0.00000000,1.28581389,-0.00475704,1.31177130,-0.00687574,1.35910364,-0.00687574,0.87663357,-0.15319826,1.11887281,-0.03831026,0.68657829,-0.32629064
1.46420407,-0.00458386,1.57484739,0.00000000,1.43948623,0.00000000,1.35275085,0.00000000,1.30506034,0.00000000,1.33140628,0.00000000,1.37944711,0.00000000,0.88975529,-0.14052308,1.13562044,-0.02391540,0.67630138,-0.33637492
1.47089543,-0.00003485,1.58204438,0.00000000,1.44606463,0.00000000,1.35893287,0.00000000,1.31102442,0.00000000,1.33749076,0.00000000,1.38575113,0.00000000,0.88479938,-0.14531033,1.14081018,-0.01945473,0.67321071,-0.33940766
1.47126172,0.00000000,1.58243835,0.00000000,1.44642473,0.00000000,1.35927128,0.00000000,1.31135089,0.00000000,1.33782383,0.00000000,1.38609621,0.00000000,0.88413492,-0.14595218,1.14109427,-0.01921056,0.67304307,-0.33957216
1.45190781,-0.01315463,1.56162195,-0.01315463,1.42739755,-0.01315463,1.34139057,-0.01315463,1.29410055,-0.01315463,1.32022525,-0.01315463,1.36786263,-0.01315463,0.89488126,-0.13557154,1.12608359,-0.03211248,0.66351639,-0.34892028
1.45973714,-0.00783313,1.57004290,-0.00783313,1.43509470,-0.00783313,1.34862393,-0.00783313,1.30107891,-0.00783313,1.31178579,-0.01946298,1.35911865,-0.01946298,0.90060173,-0.13004574,1.13215593,-0.02689321,0.65927490,-0.35308227
1.49259899,0.00000000,1.60538798,0.00000000,1.46740180,0.00000000,1.37898439,0.00000000,1.33036903,0.00000000,1.34000515,0.00000000,1.32852193,-0.04153700,0.92087623,-0.11046118,1.10553648,-0.04977306,0.67345734,-0.33916566
1.49653367,0.00000000,1.60961998,0.00000000,1.47127005,0.00000000,1.38261956,0.00000000,1.33387604,0.00000000,1.34353757,0.00000000,1.33069556,-0.03996884,0.92330377,-0.10811624,1.10734528,-0.04821837,0.67523265,-0.33742362
